Emotions;Percent
angry;1.37
disgust;0.01
scared;2.79
happy;2.40
sad;10.85
surprised;0.06
neutral;82.52
angry;0.96
disgust;0.01
scared;1.49
happy;2.24
sad;7.55
surprised;0.13
neutral;87.62
angry;1.53
disgust;0.01
scared;3.23
happy;1.97
sad;13.99
surprised;0.15
neutral;79.12
angry;1.65
disgust;0.01
scared;2.41
happy;2.51
sad;11.82
surprised;0.18
neutral;81.42
angry;1.07
disgust;0.01
scared;1.82
happy;3.58
sad;8.04
surprised;0.07
neutral;85.41
angry;0.92
disgust;0.00
scared;1.42
happy;1.92
sad;6.41
surprised;0.13
neutral;89.20
angry;0.60
disgust;0.01
scared;1.53
happy;4.38
sad;5.73
surprised;0.08
neutral;87.68
angry;1.25
disgust;0.01
scared;5.88
happy;3.95
sad;12.27
surprised;0.18
neutral;76.47
angry;0.56
disgust;0.01
scared;1.35
happy;4.07
sad;5.70
surprised;0.06
neutral;88.25
angry;0.92
disgust;0.01
scared;1.44
happy;3.27
sad;8.12
surprised;0.12
neutral;86.12
angry;8.33
disgust;0.00
scared;17.74
happy;5.65
sad;3.92
surprised;4.99
neutral;59.37
angry;1.09
disgust;0.01
scared;2.21
happy;4.44
sad;8.82
surprised;0.08
neutral;83.36
angry;1.09
disgust;0.01
scared;3.13
happy;2.85
sad;10.88
surprised;0.10
neutral;81.93
angry;0.74
disgust;0.01
scared;1.32
happy;6.03
sad;5.45
surprised;0.06
neutral;86.39
angry;1.74
disgust;0.03
scared;6.65
happy;4.93
sad;14.04
surprised;0.18
neutral;72.44
angry;8.36
disgust;0.03
scared;10.93
happy;7.51
sad;8.00
surprised;20.16
neutral;45.00
angry;1.66
disgust;0.01
scared;5.87
happy;6.58
sad;12.61
surprised;0.10
neutral;73.18
angry;9.56
disgust;0.03
scared;11.62
happy;5.90
sad;8.28
surprised;15.27
neutral;49.33
angry;10.37
disgust;0.05
scared;10.55
happy;6.23
sad;8.27
surprised;15.79
neutral;48.74
angry;0.75
disgust;0.01
scared;1.13
happy;2.53
sad;6.53
surprised;0.06
neutral;88.99
angry;0.86
disgust;0.01
scared;2.14
happy;3.53
sad;8.42
surprised;0.14
neutral;84.91
angry;0.84
disgust;0.01
scared;1.54
happy;3.95
sad;8.57
surprised;0.13
neutral;84.96
angry;1.20
disgust;0.01
scared;3.41
happy;3.36
sad;11.28
surprised;0.14
neutral;80.61
angry;1.97
disgust;0.02
scared;2.68
happy;3.93
sad;13.57
surprised;0.18
neutral;77.65
angry;0.65
disgust;0.01
scared;1.15
happy;3.03
sad;7.04
surprised;0.08
neutral;88.05
angry;1.44
disgust;0.01
scared;3.83
happy;1.19
sad;16.52
surprised;0.32
neutral;76.69
angry;2.50
disgust;0.03
scared;5.93
happy;0.85
sad;22.36
surprised;0.37
neutral;67.95
angry;1.47
disgust;0.02
scared;1.92
happy;4.42
sad;10.72
surprised;0.16
neutral;81.29
angry;1.28
disgust;0.02
scared;2.67
happy;1.40
sad;13.09
surprised;0.23
neutral;81.31
angry;1.57
disgust;0.03
scared;3.33
happy;2.94
sad;15.48
surprised;0.21
neutral;76.43
angry;0.67
