Emotions;Percent
angry;1.31
disgust;0.04
scared;8.08
happy;3.58
sad;29.93
surprised;0.03
neutral;57.03
angry;1.22
disgust;0.01
scared;5.49
happy;4.24
sad;20.00
surprised;0.03
neutral;69.01
angry;0.58
disgust;0.02
scared;4.92
happy;3.07
sad;22.91
surprised;0.02
neutral;68.49
angry;0.91
disgust;0.02
scared;7.01
happy;4.55
sad;21.75
surprised;0.02
neutral;65.74
angry;0.86
disgust;0.01
scared;9.11
happy;3.67
sad;38.19
surprised;0.03
neutral;48.13
angry;0.60
disgust;0.01
scared;9.39
happy;3.78
sad;34.28
surprised;0.03
neutral;51.91
angry;0.48
disgust;0.01
scared;10.17
happy;6.46
sad;25.81
surprised;0.07
neutral;57.01
angry;0.41
disgust;0.00
scared;8.55
happy;4.10
sad;31.93
surprised;0.06
neutral;54.96
angry;0.44
disgust;0.01
scared;8.86
happy;4.78
sad;32.30
surprised;0.07
neutral;53.53
angry;0.41
disgust;0.01
scared;8.14
happy;2.77
sad;38.47
surprised;0.04
neutral;50.17
angry;0.58
disgust;0.03
scared;7.73
happy;3.44
sad;51.58
surprised;0.02
neutral;36.62
angry;0.40
disgust;0.02
scared;5.51
happy;4.21
sad;35.59
surprised;0.02
neutral;54.26
angry;0.47
disgust;0.01
scared;7.13
happy;3.09
sad;37.87
surprised;0.02
neutral;51.41
angry;0.60
disgust;0.01
scared;8.69
happy;2.63
sad;40.39
surprised;0.04
neutral;47.64
angry;0.76
disgust;0.01
scared;10.73
happy;2.19
sad;35.72
surprised;0.05
neutral;50.54
angry;0.82
disgust;0.01
scared;10.34
happy;3.07
sad;39.47
surprised;0.05
neutral;46.25
angry;0.43
disgust;0.00
scared;7.73
happy;2.81
sad;28.71
surprised;0.04
neutral;60.29
angry;0.57
disgust;0.01
scared;8.24
happy;3.80
sad;32.82
surprised;0.03
neutral;54.54
angry;0.72
disgust;0.01
scared;9.60
happy;3.20
sad;35.06
surprised;0.04
neutral;51.37
angry;0.73
disgust;0.01
scared;10.46
happy;2.13
sad;38.36
surprised;0.03
neutral;48.28
angry;0.64
disgust;0.01
scared;7.36
happy;2.78
sad;29.39
surprised;0.03
neutral;59.79
angry;0.91
disgust;0.01
scared;10.25
happy;2.78
sad;36.06
surprised;0.04
neutral;49.95
angry;0.97
disgust;0.01
scared;10.76
happy;2.92
sad;38.82
surprised;0.05
neutral;46.46
angry;0.78
disgust;0.01
scared;6.31
happy;3.13
sad;26.62
surprised;0.02
neutral;63.14
angry;0.69
disgust;0.02
scared;7.49
happy;2.52
sad;34.66
surprised;0.03
neutral;54.59
angry;0.91
disgust;0.03
scared;8.71
happy;3.81
sad;34.03
surprised;0.04
neutral;52.48
angry;0.88
disgust;0.01
scared;10.91
happy;3.64
sad;34.34
surprised;0.05
neutral;50.16
angry;0.68
disgust;0.01
scared;6.61
happy;4.93
sad;29.90
surprised;0.03
neutral;57.84
angry;1.27
disgust;0.01
scared;9.00
happy;3.17
sad;28.58
surprised;0.06
neutral;57.90
angry;0.78
disgust;0.04
scared;3.39
happy;7.21
sad;29.58
surprised;0.04
neutral;58.96
angry;1.35
disgust;0.02
scared;5.75
happy;2.93
sad;37.24
surprised;0.03
neutral;52.69
angry;1.00
disgust;0.03
scared;4.19
happy;2.84
sad;21.17
surprised;0.02
neutral;70.74
angry;1.86
disgust;0.02
scared;5.64
happy;2.12
sad;24.62
surprised;0.04
neutral;65.71
angry;2.57
disgust;0.02
scared;11.36
happy;1.93
sad;34.36
surprised;0.06
neutral;49.71
angry;2.54
disgust;0.03
scared;9.42
happy;2.14
sad;28.86
surprised;0.06
neutral;56.95
angry;2.48
disgust;0.01
scared;7.59
happy;1.78
sad;25.80
surprised;0.03
neutral;62.29
angry;1.20
disgust;0.00
scared;5.32
happy;1.73
sad;17.16
surprised;0.06
neutral;74.53
angry;1.86
disgust;0.01
scared;7.06
happy;2.65
sad;23.33
surprised;0.03
neutral;65.05
angry;2.39
disgust;0.02
scared;10.26
happy;1.90
sad;29.01
surprised;0.05
neutral;56.38
angry;1.58
disgust;0.01
scared;6.76
happy;1.15
sad;24.28
surprised;0.03
neutral;66.18
angry;1.41
disgust;0.01
scared;6.37
happy;1.21
sad;21.84
surprised;0.05
neutral;69.11
angry;2.09
disgust;0.01
scared;8.48
happy;1.24
sad;27.42
surprised;0.06
neutral;60.70
angry;1.34
disgust;0.01
scared;8.72
happy;2.75
sad;28.59
surprised;0.06
neutral;58.54
angry;1.05
disgust;0.01
scared;10.41
happy;2.23
sad;32.60
surprised;0.08
neutral;53.63
angry;1.50
disgust;0.01
scared;10.85
happy;2.17
sad;34.32
surprised;0.05
neutral;51.08
angry;1.91
disgust;0.02
scared;11.78
happy;3.33
sad;33.76
surprised;0.08
neutral;49.11
angry;1.46
disgust;0.02
scared;10.68
happy;2.71
sad;34.05
surprised;0.06
neutral;51.02
angry;0.96
disgust;0.01
scared;8.87
happy;3.00
sad;25.50
surprised;0.06
neutral;61.61
angry;1.00
disgust;0.01
scared;7.94
happy;2.89
sad;32.38
surprised;0.05
neutral;55.73
angry;1.49
disgust;0.03
scared;4.55
happy;4.90
sad;32.06
surprised;0.05
neutral;56.93
angry;1.06
disgust;0.08
scared;3.88
happy;3.47
sad;31.09
surprised;0.03
neutral;60.38
angry;1.17
disgust;0.02
scared;3.94
happy;5.15
sad;25.81
surprised;0.04
neutral;63.87
angry;1.09
disgust;0.01
scared;5.28
happy;1.66
sad;23.09
surprised;0.02
neutral;68.85
angry;1.07
disgust;0.00
scared;5.87
happy;1.38
sad;19.81
surprised;0.04
neutral;71.83
angry;0.54
disgust;0.01
scared;4.67
happy;4.89
sad;11.19
surprised;0.03
neutral;78.67
angry;1.73
disgust;0.01
scared;8.04
happy;5.91
sad;19.55
surprised;0.05
neutral;64.71
angry;3.43
disgust;0.01
scared;12.48
happy;5.49
sad;21.88
surprised;0.11
neutral;56.61
angry;3.49
disgust;0.01
scared;12.91
happy;6.56
sad;29.20
surprised;0.20
neutral;47.63
angry;3.49
disgust;0.01
scared;14.18
happy;4.72
sad;30.43
surprised;0.51
neutral;46.67
angry;3.00
disgust;0.00
scared;11.08
happy;3.43
sad;32.32
surprised;0.24
neutral;49.93
angry;2.88
disgust;0.00
scared;10.97
happy;8.06
sad;22.39
surprised;0.23
neutral;55.47
angry;2.52
disgust;0.00
scared;15.96
happy;9.01
sad;27.13
surprised;0.43
neutral;44.96
angry;2.45
disgust;0.00
scared;9.80
happy;11.20
sad;19.75
surprised;0.31
neutral;56.48
angry;1.92
disgust;0.00
scared;9.24
happy;10.80
sad;20.11
surprised;0.15
neutral;57.78
angry;2.22
disgust;0.00
scared;8.64
happy;13.40
sad;19.87
surprised;0.11
neutral;55.75
angry;2.50
disgust;0.00
scared;13.19
happy;4.97
sad;20.73
surprised;0.17
neutral;58.44
angry;1.31
disgust;0.00
scared;8.39
happy;13.90
sad;18.07
surprised;0.23
neutral;58.10
angry;2.42
disgust;0.00
scared;9.76
happy;12.08
sad;18.72
surprised;0.42
neutral;56.59
angry;3.09
disgust;0.00
scared;17.93
happy;4.42
sad;19.48
surprised;1.13
neutral;53.95
angry;2.10
disgust;0.01
scared;10.34
happy;6.83
sad;26.81
surprised;0.67
neutral;53.24
angry;4.14
disgust;0.00
scared;20.20
happy;3.31
sad;28.18
surprised;0.38
neutral;43.79
angry;1.78
disgust;0.05
scared;7.12
happy;8.15
sad;39.52
surprised;0.26
neutral;43.11
angry;2.76
disgust;0.13
scared;11.47
happy;5.61
sad;44.08
surprised;0.49
neutral;35.46
angry;3.98
disgust;0.03
scared;10.38
happy;7.75
sad;38.12
surprised;0.19
neutral;39.55
angry;7.91
disgust;0.03
scared;8.42
happy;4.68
sad;25.50
surprised;0.24
neutral;53.22
angry;4.96
disgust;0.02
scared;7.65
happy;5.30
sad;28.18
surprised;0.12
neutral;53.77
angry;3.50
disgust;0.01
scared;6.69
happy;3.61
sad;29.47
surprised;0.09
neutral;56.63
angry;2.38
disgust;0.02
scared;7.67
happy;1.76
sad;37.73
surprised;0.05
neutral;50.38
angry;5.01
disgust;0.01
scared;7.26
happy;2.84
sad;36.18
surprised;0.10
neutral;48.60
angry;1.83
disgust;0.01
scared;6.05
happy;2.28
sad;36.89
surprised;0.03
neutral;52.91
angry;2.46
disgust;0.03
scared;9.40
happy;0.72
sad;58.00
surprised;0.11
neutral;29.28
angry;2.74
disgust;0.02
scared;11.39
happy;1.24
sad;53.67
surprised;0.19
neutral;30.76
angry;3.18
disgust;0.02
scared;10.02
happy;1.60
sad;43.97
surprised;0.15
neutral;41.05
angry;3.42
disgust;0.01
scared;8.32
happy;1.38
sad;37.38
surprised;0.13
neutral;49.36
angry;2.40
disgust;0.00
scared;8.06
happy;1.48
sad;31.15
surprised;0.26
neutral;56.65
angry;4.63
disgust;0.00
scared;13.89
happy;1.21
sad;46.02
surprised;0.64
neutral;33.60
angry;5.59
disgust;0.00
scared;12.73
happy;0.68
sad;48.40
surprised;0.65
neutral;31.94
angry;4.93
disgust;0.00
scared;18.13
happy;1.07
sad;50.06
surprised;1.03
neutral;24.78
angry;3.43
disgust;0.00
scared;14.01
happy;0.78
sad;41.44
surprised;0.62
neutral;39.71
angry;3.60
disgust;0.00
scared;13.23
happy;0.90
sad;42.22
surprised;0.35
neutral;39.68
angry;1.22
disgust;0.06
scared;7.70
happy;3.10
sad;42.58
surprised;0.09
neutral;45.25
angry;1.56
disgust;0.21
scared;6.06
happy;1.15
sad;51.76
surprised;0.08
neutral;39.20
angry;2.05
disgust;0.03
scared;11.06
happy;3.15
