angry;disgust;scared;happy;sad;surprised;neutral
48.77;0.36;28.67;5.06;4.57;1.77;10.79
49.04;0.36;28.76;5.04;4.56;1.8;10.44
44.06;0.36;31.96;5.47;5.25;1.56;11.34
44.06;0.36;31.96;5.47;5.25;1.56;11.34
47.83;0.3;30.6;5.04;5.01;1.12;10.1
50.79;0.19;31.26;4.16;4.33;0.92;8.35
44.09;0.52;27.39;5.1;5.39;1.59;15.93
41.79;0.66;33.47;3.87;5.5;1.58;13.14
41.79;0.66;33.47;3.87;5.5;1.58;13.14
41.34;0.53;34.47;4.6;5.56;1.0;12.51
39.26;0.72;27.86;8.25;4.5;1.67;17.74
39.26;0.72;27.85;8.25;4.51;1.67;17.75
49.89;0.41;29.09;3.71;4.58;1.24;11.09
50.02;0.42;29.04;3.78;4.66;1.18;10.9
44.65;0.34;27.61;7.13;6.09;0.81;13.38
48.43;0.33;28.13;5.29;5.08;0.98;11.75
49.41;0.26;25.93;6.7;5.67;0.82;11.21
48.36;0.3;27.41;6.79;6.16;0.75;10.22
44.13;0.24;22.9;9.72;6.81;0.99;15.2
44.13;0.24;22.9;9.72;6.81;0.99;15.2
43.51;0.45;22.86;9.58;7.28;1.03;15.29
42.32;1.0;29.58;6.44;6.44;1.47;12.76
42.32;1.0;29.58;6.44;6.44;1.47;12.76
49.11;1.05;24.77;5.03;6.58;1.13;12.32
41.78;1.91;30.67;3.44;5.04;1.54;15.62
52.24;1.31;28.51;3.18;3.93;1.64;9.2
52.14;1.32;28.48;3.22;3.93;1.64;9.27
44.27;1.77;43.93;2.61;3.33;0.72;3.37
44.27;1.77;43.93;2.61;3.33;0.72;3.37
65.34;2.66;23.32;2.21;3.46;0.56;2.45
58.46;5.5;28.93;0.87;3.53;0.71;2.0
58.46;5.5;28.93;0.87;3.53;0.71;2.0
58.16;1.37;32.06;1.59;3.61;0.58;2.64
79.24;1.19;15.2;0.41;2.15;0.39;1.43
79.24;1.19;15.2;0.41;2.15;0.39;1.43
72.29;1.69;18.96;1.03;3.5;0.4;2.12
72.28;1.69;18.97;1.04;3.51;0.4;2.12
68.45;1.2;25.53;0.7;2.39;0.59;1.14
68.34;1.21;25.61;0.7;2.4;0.59;1.15
79.74;1.11;13.39;0.89;3.13;0.26;1.47
10.32;0.14;29.06;5.31;17.23;12.59;25.35
10.31;0.14;29.04;5.3;17.21;12.66;25.33
6.08;0.4;24.35;8.36;13.87;14.58;32.36
6.05;0.39;24.38;8.42;13.84;14.53;32.38
6.57;0.34;21.03;8.46;16.26;12.92;34.42
17.76;0.02;30.56;8.52;36.37;0.75;6.02
17.76;0.02;30.56;8.52;36.37;0.75;6.02
7.64;0.27;29.89;4.95;13.11;16.95;27.19
6.2;0.26;26.11;4.98;14.21;18.39;29.85
5.89;0.2;25.71;4.37;14.27;11.18;38.37
6.13;0.23;25.26;4.29;12.51;12.16;39.41
6.15;0.24;25.04;4.3;12.54;12.1;39.63
75.49;1.89;18.4;0.5;1.37;0.42;1.93
63.43;1.95;28.78;0.58;3.11;0.39;1.76
63.44;1.96;28.77;0.58;3.11;0.39;1.76
64.92;4.37;24.19;0.67;2.83;0.52;2.5
59.5;4.7;28.88;0.71;2.9;0.58;2.72
59.5;4.7;28.88;0.71;2.9;0.58;2.72
67.53;1.74;23.74;0.69;3.4;0.39;2.52
63.75;2.28;27.5;0.57;3.27;0.43;2.19
