Emotions;Percent
angry;2.30
disgust;1.31
scared;4.15
happy;0.66
sad;16.43
surprised;0.05
neutral;75.09
angry;7.22
disgust;0.56
scared;11.54
happy;0.76
sad;21.69
surprised;0.11
neutral;58.12
angry;5.27
disgust;0.83
scared;9.16
happy;1.05
sad;24.48
surprised;0.20
neutral;59.01
angry;4.17
disgust;0.30
scared;5.77
happy;0.79
sad;15.02
surprised;0.20
neutral;73.76
angry;2.16
disgust;0.08
scared;2.86
happy;0.48
sad;11.77
surprised;0.11
neutral;82.53
angry;2.32
disgust;0.35
scared;4.05
happy;0.84
sad;13.42
surprised;0.12
neutral;78.91
angry;3.05
disgust;0.48
scared;4.46
happy;0.73
sad;13.02
surprised;0.08
neutral;78.18
angry;2.76
disgust;0.47
scared;2.66
happy;0.52
sad;16.30
surprised;0.04
neutral;77.27
angry;3.84
disgust;0.88
scared;5.31
happy;0.85
sad;20.39
surprised;0.14
neutral;68.58
angry;3.19
disgust;0.33
scared;3.39
happy;0.32
sad;15.35
surprised;0.05
neutral;77.38
angry;2.57
disgust;1.27
scared;3.39
happy;0.29
sad;10.91
surprised;0.03
neutral;81.54
angry;2.36
disgust;0.66
scared;3.71
happy;0.43
sad;12.78
surprised;0.07
neutral;79.99
angry;4.20
disgust;1.27
scared;5.43
happy;0.49
sad;15.37
surprised;0.10
neutral;73.14
angry;2.23
disgust;0.52
scared;3.29
happy;0.32
sad;8.94
surprised;0.03
neutral;84.68
angry;3.23
disgust;0.55
scared;4.53
happy;0.48
sad;16.25
surprised;0.14
neutral;74.81
angry;2.49
disgust;0.53
scared;2.53
happy;0.28
sad;12.75
surprised;0.02
neutral;81.38
angry;5.10
disgust;0.24
scared;6.17
happy;0.46
sad;15.60
surprised;0.23
neutral;72.20
angry;5.02
disgust;1.09
scared;3.80
happy;0.39
sad;17.13
surprised;0.06
neutral;72.51
angry;2.88
disgust;2.85
scared;6.13
happy;0.23
sad;24.58
surprised;0.05
neutral;63.27
angry;2.91
disgust;2.32
scared;5.77
happy;0.50
sad;28.22
surprised;0.11
neutral;60.16
angry;2.96
disgust;1.12
scared;6.20
happy;0.45
sad;24.52
surprised;0.15
neutral;64.60
angry;4.35
disgust;1.00
scared;7.74
happy;0.30
sad;19.15
surprised;0.23
neutral;67.22
angry;4.11
disgust;0.51
scared;10.62
happy;0.26
sad;21.09
surprised;0.11
neutral;63.29
angry;2.85
disgust;0.79
scared;3.80
happy;0.09
sad;15.68
surprised;0.04
neutral;76.77
angry;3.14
disgust;0.32
scared;4.01
happy;0.33
sad;14.94
surprised;0.05
neutral;77.21
angry;4.45
disgust;0.34
scared;3.33
happy;0.17
sad;16.16
surprised;0.07
neutral;75.48
angry;6.96
disgust;0.43
scared;9.93
happy;0.19
sad;24.27
surprised;0.15
neutral;58.07
angry;2.24
disgust;0.15
scared;2.51
happy;0.12
sad;12.20
surprised;0.02
neutral;82.76
angry;3.36
disgust;0.42
scared;3.84
happy;0.19
sad;17.92
surprised;0.03
neutral;74.24
angry;1.79
disgust;0.05
scared;2.85
happy;0.15
sad;9.86
surprised;0.01
neutral;85.28
angry;2.66
disgust;0.11
scared;2.89
happy;0.18
sad;11.38
surprised;0.03
neutral;82.76
angry;4.28
disgust;0.54
scared;3.86
happy;0.33
sad;14.69
surprised;0.04
neutral;76.27
angry;3.20
disgust;0.23
scared;1.38
happy;0.14
sad;8.83
surprised;0.03
neutral;86.20
angry;2.08
disgust;0.11
scared;1.50
happy;0.11
sad;11.17
surprised;0.03
neutral;84.99
angry;3.02
disgust;0.16
scared;1.68
happy;0.12
sad;10.29
surprised;0.02
neutral;84.71
angry;2.74
disgust;0.23
scared;1.73
happy;0.18
sad;12.36
surprised;0.04
neutral;82.70
angry;1.54
disgust;0.05
scared;2.51
happy;0.20
sad;12.13
surprised;0.02
neutral;83.56
angry;2.20
disgust;0.10
scared;2.25
happy;0.14
sad;12.46
surprised;0.04
neutral;82.82
angry;1.55
disgust;0.04
scared;1.90
happy;0.23
sad;10.09
surprised;0.05
neutral;86.14
angry;2.54
disgust;0.03
scared;3.04
happy;0.23
sad;11.79
surprised;0.09
neutral;82.29
angry;2.28
disgust;0.05
scared;2.50
happy;0.20
sad;10.02
surprised;0.02
neutral;84.92
angry;1.61
