angry;disgust;scared;happy;sad;surprised;neutral
2.3;1.31;4.15;0.66;16.43;0.05;75.09
7.22;0.56;11.54;0.76;21.69;0.11;58.12
5.27;0.83;9.16;1.05;24.48;0.2;59.01
4.17;0.3;5.77;0.79;15.02;0.2;73.76
2.16;0.08;2.86;0.48;11.77;0.11;82.53
2.32;0.35;4.05;0.84;13.42;0.12;78.91
3.05;0.48;4.46;0.73;13.02;0.08;78.18
2.76;0.47;2.66;0.52;16.3;0.04;77.27
3.84;0.88;5.31;0.85;20.39;0.14;68.58
3.19;0.33;3.39;0.32;15.35;0.05;77.38
2.57;1.27;3.39;0.29;10.91;0.03;81.54
2.36;0.66;3.71;0.43;12.78;0.07;79.99
4.2;1.27;5.43;0.49;15.37;0.1;73.14
2.23;0.52;3.29;0.32;8.94;0.03;84.68
3.23;0.55;4.53;0.48;16.25;0.14;74.81
2.49;0.53;2.53;0.28;12.75;0.02;81.38
5.1;0.24;6.17;0.46;15.6;0.23;72.2
5.02;1.09;3.8;0.39;17.13;0.06;72.51
2.88;2.85;6.13;0.23;24.58;0.05;63.27
2.91;2.32;5.77;0.5;28.22;0.11;60.16
2.96;1.12;6.2;0.45;24.52;0.15;64.6
4.35;1.0;7.74;0.3;19.15;0.23;67.22
4.11;0.51;10.62;0.26;21.09;0.11;63.29
2.85;0.79;3.8;0.09;15.68;0.04;76.77
3.14;0.32;4.01;0.33;14.94;0.05;77.21
4.45;0.34;3.33;0.17;16.16;0.07;75.48
6.96;0.43;9.93;0.19;24.27;0.15;58.07
2.24;0.15;2.51;0.12;12.2;0.02;82.76
3.36;0.42;3.84;0.19;17.92;0.03;74.24
1.79;0.05;2.85;0.15;9.86;0.01;85.28
2.66;0.11;2.89;0.18;11.38;0.03;82.76
4.28;0.54;3.86;0.33;14.69;0.04;76.27
3.2;0.23;1.38;0.14;8.83;0.03;86.2
2.08;0.11;1.5;0.11;11.17;0.03;84.99
3.02;0.16;1.68;0.12;10.29;0.02;84.71
2.74;0.23;1.73;0.18;12.36;0.04;82.7
1.54;0.05;2.51;0.2;12.13;0.02;83.56
2.2;0.1;2.25;0.14;12.46;0.04;82.82
1.55;0.04;1.9;0.23;10.09;0.05;86.14
2.54;0.03;3.04;0.23;11.79;0.09;82.29
2.28;0.05;2.5;0.2;10.02;0.02;84.92
1.61;0.04;1.99;0.06;12.32;0.02;83.96
0.77;0.02;1.74;0.12;7.98;0.02;89.35
1.14;0.04;2.14;0.12;9.38;0.02;87.16
1.46;0.06;2.46;0.13;12.34;0.02;83.53
2.15;0.04;2.55;0.14;11.5;0.03;83.59
1.7;0.08;2.26;0.17;12.07;0.03;83.69
2.19;0.13;2.93;0.22;13.98;0.03;80.53
1.95;0.11;3.03;0.24;14.52;0.04;80.11
5.43;0.26;2.58;0.15;15.91;0.03;75.63
3.74;0.25;3.16;0.3;13.14;0.04;79.38
3.18;0.06;2.47;0.16;14.35;0.05;79.73
3.54;0.15;3.09;0.21;13.41;0.03;79.57
1.75;0.11;2.35;0.19;8.66;0.05;86.89
0.93;0.06;1.08;0.1;6.97;0.03;90.84
0.85;0.61;1.51;0.17;9.41;0.03;87.43
0.82;0.25;1.58;0.08;11.08;0.02;86.17
0.94;0.25;2.62;0.1;9.68;0.03;86.39
1.13;0.17;2.44;0.13;8.34;0.04;87.75
1.91;0.21;2.56;0.17;8.37;0.02;86.76
1.96;0.11;3.76;0.11;14.24;0.02;79.81
1.75;0.07;2.63;0.07;11.61;0.02;83.85
2.18;0.07;3.4;0.18;14.71;0.04;79.42
1.39;0.06;2.43;0.16;11.11;0.02;84.83
1.44;0.07;2.71;0.15;13.41;0.02;82.21
2.79;0.12;2.96;0.18;16.8;0.03;77.12
1.45;0.06;3.06;0.11;15.54;0.04;79.73
5.19;0.27;3.23;0.12;15.76;0.05;75.38
3.58;0.14;3.49;0.12;17.68;0.08;74.92
2.32;0.04;2.58;0.17;14.82;0.07;80.0
1.57;0.1;2.73;0.23;13.48;0.03;81.85
4.4;0.12;2.86;0.11;13.72;0.06;78.73
3.48;0.05;3.05;0.1;14.52;0.07;78.72
2.46;0.24;1.77;0.11;13.22;0.02;82.19
3.42;0.16;1.97;0.12;16.68;0.05;77.6
3.24;0.13;3.56;0.14;15.71;0.1;77.11
2.29;0.04;2.07;0.16;11.69;0.11;83.64
2.19;0.06;3.17;0.11;16.23;0.03;78.21
1.6;0.07;2.33;0.14;14.53;0.05;81.29
2.01;0.21;2.52;0.19;15.49;0.03;79.55
1.73;0.48;2.27;0.08;13.22;0.03;82.19
2.1;0.16;2.61;0.09;12.39;0.09;82.57
1.29;0.23;4.17;0.07;12.06;0.04;82.13
2.7;0.21;5.57;0.09;21.1;0.03;70.29
2.05;0.09;2.85;0.13;11.86;0.02;83.01
2.26;0.2;1.92;0.12;14.34;0.02;81.15
1.71;0.11;2.36;0.18;12.2;0.02;83.42
3.05;0.14;2.31;0.09;15.38;0.03;79.01
2.52;0.22;2.81;0.16;16.14;0.04;78.12
3.1;0.3;2.85;0.12;17.68;0.03;75.92
4.28;0.06;1.7;0.11;13.4;0.05;80.4
3.74;0.11;2.63;0.16;12.28;0.11;80.97
8.08;0.11;4.72;0.1;18.3;0.1;68.58
3.72;0.12;2.8;0.09;16.05;0.04;77.18
4.78;0.13;3.52;0.1;14.94;0.05;76.48
2.9;0.15;2.13;0.17;13.07;0.05;81.52
2.13;0.08;2.45;0.2;12.87;0.06;82.21
4.27;0.15;2.16;0.1;13.35;0.08;79.89
7.23;0.2;4.53;0.15;17.11;0.12;70.66
7.04;0.24;3.36;0.12;16.81;0.06;72.37
5.34;0.09;5.87;0.11;19.8;0.12;68.67
7.56;0.15;3.24;0.11;17.44;0.09;71.42
6.76;0.23;2.87;0.1;18.72;0.09;71.22
5.28;0.1;3.98;0.13;18.4;0.09;72.03
2.85;0.1;3.12;0.17;13.56;0.03;80.18
1.77;0.22;2.91;0.45;12.59;0.04;82.02
3.68;0.15;2.8;0.32;15.77;0.08;77.18
1.75;0.09;1.88;0.61;10.86;0.08;84.73
2.18;0.18;2.22;0.39;12.92;0.07;82.04
2.08;0.12;2.1;0.16;16.61;0.03;78.9
1.38;0.06;2.38;0.29;11.69;0.04;84.16
3.58;0.11;2.71;0.19;16.71;0.04;76.67
3.39;0.09;2.29;0.12;16.0;0.04;78.07
2.28;0.05;3.03;0.2;15.16;0.04;79.23
1.2;0.1;2.9;0.61;11.94;0.04;83.21
2.6;0.07;2.37;0.22;15.34;0.04;79.36
2.9;0.1;2.61;0.26;14.94;0.04;79.15
1.8;0.05;2.87;0.21;14.14;0.02;80.9
1.15;0.09;1.61;0.14;10.12;0.02;86.87
1.7;0.17;2.0;0.09;11.66;0.03;84.35
1.16;0.42;1.69;0.09;13.23;0.02;83.39
0.86;0.46;0.98;0.14;10.55;0.03;86.98
1.0;0.38;1.9;0.16;9.96;0.04;86.55
1.36;0.41;3.37;0.2;12.54;0.04;82.06
1.19;0.13;2.0;0.08;11.27;0.03;85.31
1.11;0.1;2.03;0.32;10.43;0.02;85.99
1.21;0.17;2.05;0.2;11.3;0.02;85.05
1.54;0.18;3.89;0.13;16.81;0.02;77.44
2.93;0.27;5.18;0.26;17.68;0.05;73.64
1.26;0.16;2.22;0.19;10.64;0.03;85.51
2.2;0.33;2.34;0.16;12.91;0.04;82.03
2.85;0.35;3.0;0.16;16.31;0.03;77.31
2.95;0.21;4.4;0.2;16.97;0.04;75.24
2.05;0.22;5.34;0.31;15.33;0.07;76.68
4.64;0.34;3.41;0.13;23.88;0.05;67.56
2.09;0.16;2.02;0.12;11.28;0.03;84.3
2.93;0.31;1.66;0.15;12.52;0.03;82.4
3.82;0.25;2.19;0.14;14.24;0.02;79.33
3.02;0.29;3.45;0.14;15.71;0.04;77.35
2.67;0.13;2.19;0.13;11.67;0.02;83.18
4.77;0.46;2.19;0.15;16.68;0.06;75.69
1.98;0.18;1.95;0.17;11.75;0.03;83.94
2.42;0.27;2.68;0.19;10.86;0.02;83.57
2.74;0.14;2.4;0.18;11.19;0.03;83.32
3.56;0.26;2.29;0.2;13.7;0.04;79.94
1.7;0.11;1.96;0.17;11.48;0.04;84.54
4.1;0.1;3.78;0.21;16.65;0.03;75.12
4.97;0.19;3.55;0.2;16.84;0.07;74.18
6.13;0.13;2.94;0.27;14.63;0.06;75.85
3.71;0.09;2.95;0.15;16.4;0.04;76.66
3.65;0.13;2.88;0.18;12.95;0.05;80.16
2.2;0.05;2.04;0.15;10.64;0.06;84.86
3.06;0.12;3.58;0.12;19.56;0.02;73.54
2.42;0.1;2.72;0.17;19.79;0.04;74.75
3.39;0.11;2.23;0.13;13.51;0.05;80.59
4.11;0.11;3.07;0.15;12.68;0.05;79.84
2.29;0.05;1.6;0.12;10.14;0.03;85.76
4.2;0.13;2.48;0.1;15.49;0.04;77.57
2.37;0.06;3.13;0.16;16.66;0.06;77.55
2.01;0.15;1.56;0.11;12.82;0.04;83.3
3.23;0.15;2.15;0.14;13.41;0.03;80.89
2.11;0.08;3.1;0.17;14.44;0.07;80.04
2.84;0.11;2.49;0.13;16.93;0.05;77.44
2.27;0.15;2.07;0.11;15.78;0.03;79.59
2.57;0.06;2.47;0.12;14.56;0.05;80.15
2.55;0.11;2.71;0.2;15.53;0.02;78.88
1.88;0.06;2.9;0.14;15.11;0.03;79.87
1.71;0.12;1.89;0.14;10.8;0.04;85.29
1.35;0.35;1.97;0.12;12.45;0.02;83.73
1.73;0.4;2.58;0.18;10.41;0.05;84.66
1.01;0.18;2.35;0.13;10.48;0.12;85.72
1.29;0.07;2.2;0.2;11.52;0.04;84.68
1.43;0.03;2.19;0.17;10.28;0.05;85.85
1.11;0.03;2.01;0.19;10.13;0.07;86.46
2.41;0.06;2.87;0.13;14.35;0.07;80.11
2.56;0.06;2.65;0.22;15.94;0.05;78.52
1.77;0.04;2.39;0.15;11.88;0.07;83.7
1.36;0.04;2.57;0.24;10.95;0.08;84.77
2.03;0.17;1.57;0.19;13.72;0.06;82.28
1.55;0.09;2.22;0.25;14.16;0.04;81.69
1.44;0.04;1.83;0.13;9.51;0.03;87.02
1.32;0.05;1.62;0.14;10.43;0.06;86.39
2.06;0.09;3.06;0.22;14.61;0.07;79.9
1.65;0.07;3.23;0.13;16.77;0.03;78.12
1.57;0.12;3.26;0.25;11.8;0.02;82.99
1.22;0.04;2.32;0.23;10.89;0.05;85.26
1.67;0.08;2.58;0.15;14.72;0.03;80.78
2.19;0.09;3.83;0.17;14.15;0.05;79.52
2.76;0.19;4.47;0.17;15.45;0.02;76.94
2.53;0.21;1.81;0.18;14.08;0.04;81.15
