Emotions;Percent
angry;3.64
disgust;7.09
scared;12.56
happy;43.92
sad;15.07
surprised;4.53
neutral;13.19
angry;3.57
disgust;7.52
scared;3.04
happy;53.28
sad;16.70
surprised;2.07
neutral;13.82
angry;0.75
disgust;1.34
scared;0.42
happy;78.18
sad;10.98
surprised;0.48
neutral;7.85
angry;10.55
disgust;1.14
scared;12.02
happy;57.28
sad;4.91
surprised;7.01
neutral;7.09
angry;12.62
disgust;0.89
scared;28.92
happy;22.63
sad;9.53
surprised;13.28
neutral;12.13
angry;7.84
disgust;1.25
scared;23.15
happy;27.50
sad;8.02
surprised;16.76
neutral;15.48
angry;12.02
disgust;0.79
scared;12.13
happy;51.76
sad;5.64
surprised;7.70
neutral;9.96
angry;3.55
disgust;0.00
scared;13.91
happy;6.06
sad;3.24
surprised;18.29
neutral;54.95
angry;4.68
disgust;0.00
scared;14.77
happy;4.57
sad;2.73
surprised;16.30
neutral;56.95
angry;4.47
disgust;0.00
scared;14.29
happy;6.34
sad;2.72
surprised;20.07
neutral;52.12
angry;2.51
disgust;0.07
scared;1.35
happy;71.54
sad;5.26
surprised;0.34
neutral;18.94
angry;3.74
disgust;15.15
scared;2.23
happy;33.10
sad;8.08
surprised;2.64
neutral;35.05
angry;4.47
disgust;1.10
scared;19.67
happy;16.42
sad;7.05
surprised;13.89
neutral;37.39
angry;4.30
disgust;0.81
scared;19.47
happy;15.76
sad;6.10
surprised;13.78
neutral;39.77
angry;7.67
disgust;4.06
scared;13.72
happy;24.50
sad;5.13
surprised;19.04
neutral;25.88
angry;6.59
disgust;1.44
scared;7.10
happy;62.65
sad;4.30
surprised;6.39
neutral;11.53
angry;1.15
disgust;0.80
scared;2.84
happy;41.31
sad;13.58
surprised;0.90
neutral;39.42
angry;1.18
disgust;0.01
scared;2.06
happy;53.03
sad;9.00
surprised;0.53
neutral;34.19
angry;1.10
disgust;0.00
scared;1.92
happy;62.30
sad;15.57
surprised;0.13
neutral;18.98
angry;2.96
disgust;0.00
scared;3.09
happy;45.87
sad;16.93
surprised;0.19
neutral;30.96
angry;0.58
disgust;0.01
scared;1.58
happy;61.83
sad;4.35
surprised;0.05
neutral;31.59
angry;2.51
disgust;0.27
scared;8.40
happy;63.04
sad;4.15
surprised;0.35
neutral;21.29
angry;7.56
disgust;0.04
scared;4.37
happy;20.65
sad;11.22
surprised;0.14
neutral;56.01
angry;9.94
disgust;0.09
scared;9.07
happy;23.99
sad;13.19
surprised;0.59
neutral;43.12
angry;3.99
disgust;0.48
scared;1.78
happy;71.35
sad;7.70
surprised;0.19
neutral;14.50
angry;0.77
disgust;0.02
scared;1.06
happy;70.16
sad;2.71
surprised;0.27
neutral;25.02
angry;0.43
disgust;0.01
scared;0.51
happy;75.05
sad;2.21
surprised;0.09
neutral;21.69
angry;0.73
disgust;0.01
scared;0.61
happy;90.82
sad;0.81
surprised;0.11
neutral;6.91
angry;8.80
disgust;0.00
scared;23.21
happy;11.13
sad;3.88
surprised;19.44
neutral;33.52
angry;1.18
disgust;0.02
scared;1.13
happy;32.74
sad;2.01
surprised;0.72
neutral;62.20
angry;1.30
disgust;0.00
scared;1.55
happy;78.24
sad;9.97
surprised;0.22
neutral;8.72
angry;5.79
disgust;0.03
scared;0.60
happy;91.49
sad;0.18
surprised;1.22
