angry;disgust;scared;happy;sad;surprised;neutral
14.24;0.46;53.26;3.67;7.17;4.68;16.52
19.03;2.02;44.88;2.91;8.14;10.44;12.58
19.34;1.03;41.37;3.14;7.12;15.77;12.23
15.49;0.74;47.82;3.85;5.7;5.96;20.43
16.36;4.81;48.7;1.68;9.92;7.17;11.36
12.73;1.24;42.63;4.03;6.29;10.37;22.72
8.47;0.29;40.6;3.3;3.77;2.07;41.5
4.27;0.13;39.64;3.13;3.49;1.36;47.98
13.25;1.33;46.06;3.35;6.34;4.78;24.9
11.61;0.98;44.78;4.05;5.49;4.42;28.67
11.67;0.21;43.85;4.61;3.65;1.46;34.55
9.04;0.34;44.15;4.72;7.51;2.45;31.78
13.62;0.2;40.48;8.24;4.14;1.05;32.26
14.5;0.62;45.51;4.44;5.3;2.98;26.63
15.3;1.53;36.75;5.04;8.44;3.82;29.14
12.81;0.35;39.73;4.39;7.39;2.68;32.64
19.11;2.8;40.89;4.33;7.94;4.59;20.34
12.5;1.5;41.18;3.38;6.56;3.01;31.87
24.5;10.6;28.49;2.58;8.68;6.65;18.51
18.34;2.13;32.68;1.72;5.24;7.63;32.26
23.77;13.12;33.13;3.17;5.2;5.32;16.28
17.8;11.46;40.34;3.53;5.57;3.51;17.78
15.06;13.4;44.44;3.07;4.69;3.4;15.94
22.68;6.7;37.11;3.5;6.31;6.41;17.3
5.48;0.02;12.24;6.06;3.88;23.99;48.33
26.37;22.66;27.18;5.46;4.74;3.72;9.86
19.37;5.73;44.39;3.93;6.05;4.3;16.22
8.14;0.36;46.53;6.17;3.09;3.14;32.57
14.73;2.0;49.81;3.71;4.33;2.58;22.84
9.86;0.25;52.53;4.3;3.98;2.05;27.05
12.54;0.68;32.61;5.44;3.65;3.99;41.08
12.42;2.12;44.39;4.49;5.28;5.84;25.47
11.96;2.38;42.25;3.42;5.73;5.36;28.88
11.97;1.03;34.85;4.45;5.16;5.75;36.79
7.65;0.26;40.7;4.59;4.47;2.32;40.0
15.16;0.5;33.76;3.93;3.25;3.77;39.62
12.77;0.55;52.8;4.67;3.51;4.45;21.27
12.27;0.9;33.93;5.97;4.25;5.28;37.4
14.4;2.16;40.76;4.21;5.74;9.84;22.88
14.84;5.79;32.87;3.86;6.77;8.89;26.99
7.24;0.2;34.05;3.93;2.82;2.82;48.94
12.21;0.6;30.82;3.34;4.42;4.1;44.51
9.52;0.39;38.28;2.68;3.25;2.84;43.04
9.83;0.22;34.74;4.47;3.02;1.42;46.3
10.73;0.21;37.1;3.49;3.28;1.49;43.7
10.35;0.26;32.08;3.21;3.45;1.25;49.4
10.05;0.3;38.87;2.68;3.0;3.07;42.03
8.15;0.11;34.33;4.84;2.66;2.7;47.21
13.0;0.92;31.28;4.48;5.18;4.24;40.89
10.3;0.24;38.77;3.18;3.73;1.43;42.36
11.88;0.32;25.31;4.35;4.52;2.46;51.15
8.57;0.32;35.75;2.93;3.15;1.49;47.79
4.65;0.12;39.28;3.73;3.08;1.91;47.23
4.72;0.14;44.65;2.82;2.87;2.4;42.4
9.71;0.4;41.95;3.03;3.78;2.47;38.66
9.59;0.24;49.29;2.55;4.19;2.02;32.13
10.24;0.44;44.57;3.19;4.66;1.38;35.51
7.55;0.17;36.47;3.37;2.8;1.3;48.35
10.14;0.45;40.28;3.64;4.58;2.96;37.94
8.75;0.16;38.09;3.29;2.5;2.0;45.23
15.16;0.63;45.27;2.67;6.84;3.68;25.74
14.66;1.17;34.41;2.95;7.3;5.4;34.09
14.7;0.46;43.0;2.12;6.4;5.23;28.09
19.63;7.51;37.17;2.19;8.55;5.71;19.24
19.26;1.73;37.22;3.63;8.79;5.87;23.49
12.76;1.61;38.39;2.57;7.02;5.29;32.36
13.18;1.42;38.87;2.75;7.88;4.54;31.36
12.82;1.31;39.65;2.55;7.41;3.27;32.98
11.9;1.33;47.13;3.18;9.37;7.88;19.21
11.49;0.56;50.98;3.09;7.52;5.14;21.21
11.68;1.26;46.13;2.87;12.57;7.0;18.48
16.83;1.98;42.21;2.48;11.63;6.01;18.87
12.24;0.76;46.23;2.17;8.32;7.97;22.31
22.51;3.0;41.25;2.43;7.99;7.39;15.44
9.04;0.12;47.3;3.66;3.92;1.81;34.14
13.27;1.19;43.7;3.56;8.58;3.99;25.71
9.3;0.34;40.25;5.59;5.35;2.04;37.13
5.21;0.21;41.91;5.73;4.41;2.53;40.01
10.07;0.22;38.89;4.2;3.57;1.82;41.23
6.85;0.24;57.99;2.42;3.78;3.67;25.05
12.0;0.44;45.86;4.17;6.4;2.41;28.72
14.5;1.07;48.17;3.5;8.04;3.04;21.67
9.16;0.16;32.45;3.87;5.64;2.8;45.93
10.89;0.2;41.28;5.46;5.61;1.79;34.77
11.49;0.15;3.63;63.13;3.29;0.83;17.46
10.75;0.17;3.48;58.32;2.55;1.48;23.26
12.97;0.26;5.82;59.33;3.96;0.94;16.72
10.9;0.15;2.96;62.93;2.37;1.42;19.26
22.1;1.29;51.03;1.34;7.26;5.36;11.63
20.65;1.26;39.87;2.41;6.77;7.62;21.41
11.0;0.18;55.22;3.62;4.94;2.6;22.45
35.73;7.83;24.64;1.99;5.48;8.74;15.58
22.99;2.11;38.86;2.21;7.55;6.71;19.58
32.38;3.53;27.49;1.1;5.53;8.62;21.35
36.05;3.86;27.28;1.06;5.72;7.66;18.37
30.85;4.05;31.09;1.05;5.76;12.77;14.42
30.14;8.86;30.99;1.19;6.2;5.49;17.13
27.72;10.18;30.25;1.16;6.17;5.61;18.91
33.82;5.59;31.96;0.87;6.38;5.55;15.82
18.11;0.07;4.69;51.42;4.73;0.72;20.26
31.07;3.08;32.83;1.11;6.49;10.94;14.47
19.3;1.8;52.19;2.61;6.31;3.61;14.17
30.79;6.79;28.36;2.57;6.49;7.72;17.28
32.9;2.05;29.66;1.25;6.2;8.14;19.8
21.56;5.31;38.89;2.09;4.98;7.48;19.68
11.39;0.1;3.44;62.98;4.88;0.84;16.36
9.46;0.11;2.43;75.42;2.53;1.18;8.87
6.84;0.09;2.71;78.06;2.84;0.79;8.67
9.79;0.21;4.54;70.77;3.66;1.14;9.89
12.57;0.15;4.93;54.13;4.54;1.63;22.05
15.68;0.3;3.5;55.13;4.85;1.58;18.96
10.48;0.24;2.87;66.6;3.81;1.14;14.87
