angry;disgust;scared;happy;sad;surprised;neutral
1.31;0.04;8.08;3.58;29.93;0.03;57.03
1.22;0.01;5.49;4.24;20.0;0.03;69.01
0.58;0.02;4.92;3.07;22.91;0.02;68.49
0.91;0.02;7.01;4.55;21.75;0.02;65.74
0.86;0.01;9.11;3.67;38.19;0.03;48.13
0.6;0.01;9.39;3.78;34.28;0.03;51.91
0.48;0.01;10.17;6.46;25.81;0.07;57.01
0.41;0.0;8.55;4.1;31.93;0.06;54.96
0.44;0.01;8.86;4.78;32.3;0.07;53.53
0.41;0.01;8.14;2.77;38.47;0.04;50.17
0.58;0.03;7.73;3.44;51.58;0.02;36.62
0.4;0.02;5.51;4.21;35.59;0.02;54.26
0.47;0.01;7.13;3.09;37.87;0.02;51.41
0.6;0.01;8.69;2.63;40.39;0.04;47.64
0.76;0.01;10.73;2.19;35.72;0.05;50.54
0.82;0.01;10.34;3.07;39.47;0.05;46.25
0.43;0.0;7.73;2.81;28.71;0.04;60.29
0.57;0.01;8.24;3.8;32.82;0.03;54.54
0.72;0.01;9.6;3.2;35.06;0.04;51.37
0.73;0.01;10.46;2.13;38.36;0.03;48.28
0.64;0.01;7.36;2.78;29.39;0.03;59.79
0.91;0.01;10.25;2.78;36.06;0.04;49.95
0.97;0.01;10.76;2.92;38.82;0.05;46.46
0.78;0.01;6.31;3.13;26.62;0.02;63.14
0.69;0.02;7.49;2.52;34.66;0.03;54.59
0.91;0.03;8.71;3.81;34.03;0.04;52.48
0.88;0.01;10.91;3.64;34.34;0.05;50.16
0.68;0.01;6.61;4.93;29.9;0.03;57.84
1.27;0.01;9.0;3.17;28.58;0.06;57.9
0.78;0.04;3.39;7.21;29.58;0.04;58.96
1.35;0.02;5.75;2.93;37.24;0.03;52.69
1.0;0.03;4.19;2.84;21.17;0.02;70.74
1.86;0.02;5.64;2.12;24.62;0.04;65.71
2.57;0.02;11.36;1.93;34.36;0.06;49.71
2.54;0.03;9.42;2.14;28.86;0.06;56.95
2.48;0.01;7.59;1.78;25.8;0.03;62.29
1.2;0.0;5.32;1.73;17.16;0.06;74.53
1.86;0.01;7.06;2.65;23.33;0.03;65.05
2.39;0.02;10.26;1.9;29.01;0.05;56.38
1.58;0.01;6.76;1.15;24.28;0.03;66.18
1.41;0.01;6.37;1.21;21.84;0.05;69.11
2.09;0.01;8.48;1.24;27.42;0.06;60.7
1.34;0.01;8.72;2.75;28.59;0.06;58.54
1.05;0.01;10.41;2.23;32.6;0.08;53.63
1.5;0.01;10.85;2.17;34.32;0.05;51.08
1.91;0.02;11.78;3.33;33.76;0.08;49.11
1.46;0.02;10.68;2.71;34.05;0.06;51.02
0.96;0.01;8.87;3.0;25.5;0.06;61.61
1.0;0.01;7.94;2.89;32.38;0.05;55.73
1.49;0.03;4.55;4.9;32.06;0.05;56.93
1.06;0.08;3.88;3.47;31.09;0.03;60.38
1.17;0.02;3.94;5.15;25.81;0.04;63.87
1.09;0.01;5.28;1.66;23.09;0.02;68.85
1.07;0.0;5.87;1.38;19.81;0.04;71.83
0.54;0.01;4.67;4.89;11.19;0.03;78.67
1.73;0.01;8.04;5.91;19.55;0.05;64.71
3.43;0.01;12.48;5.49;21.88;0.11;56.61
3.49;0.01;12.91;6.56;29.2;0.2;47.63
3.49;0.01;14.18;4.72;30.43;0.51;46.67
3.0;0.0;11.08;3.43;32.32;0.24;49.93
2.88;0.0;10.97;8.06;22.39;0.23;55.47
2.52;0.0;15.96;9.01;27.13;0.43;44.96
2.45;0.0;9.8;11.2;19.75;0.31;56.48
1.92;0.0;9.24;10.8;20.11;0.15;57.78
2.22;0.0;8.64;13.4;19.87;0.11;55.75
2.5;0.0;13.19;4.97;20.73;0.17;58.44
1.31;0.0;8.39;13.9;18.07;0.23;58.1
2.42;0.0;9.76;12.08;18.72;0.42;56.59
3.09;0.0;17.93;4.42;19.48;1.13;53.95
2.1;0.01;10.34;6.83;26.81;0.67;53.24
4.14;0.0;20.2;3.31;28.18;0.38;43.79
1.78;0.05;7.12;8.15;39.52;0.26;43.11
2.76;0.13;11.47;5.61;44.08;0.49;35.46
3.98;0.03;10.38;7.75;38.12;0.19;39.55
7.91;0.03;8.42;4.68;25.5;0.24;53.22
4.96;0.02;7.65;5.3;28.18;0.12;53.77
3.5;0.01;6.69;3.61;29.47;0.09;56.63
2.38;0.02;7.67;1.76;37.73;0.05;50.38
5.01;0.01;7.26;2.84;36.18;0.1;48.6
1.83;0.01;6.05;2.28;36.89;0.03;52.91
2.46;0.03;9.4;0.72;58.0;0.11;29.28
2.74;0.02;11.39;1.24;53.67;0.19;30.76
3.18;0.02;10.02;1.6;43.97;0.15;41.05
3.42;0.01;8.32;1.38;37.38;0.13;49.36
2.4;0.0;8.06;1.48;31.15;0.26;56.65
4.63;0.0;13.89;1.21;46.02;0.64;33.6
5.59;0.0;12.73;0.68;48.4;0.65;31.94
4.93;0.0;18.13;1.07;50.06;1.03;24.78
3.43;0.0;14.01;0.78;41.44;0.62;39.71
3.6;0.0;13.23;0.9;42.22;0.35;39.68
1.22;0.06;7.7;3.1;42.58;0.09;45.25
1.56;0.21;6.06;1.15;51.76;0.08;39.2
2.05;0.03;11.06;3.15;47.88;0.08;35.75
1.44;0.01;9.97;2.36;34.99;0.19;51.03
1.42;0.0;6.48;5.25;20.59;0.09;66.16
1.72;0.01;6.93;9.43;19.86;0.11;61.94
1.45;0.01;6.27;18.26;14.85;0.11;59.06
1.85;0.01;8.78;10.48;19.27;0.22;59.4
1.78;0.0;9.66;12.97;15.88;0.19;59.52
2.12;0.0;11.35;11.12;22.44;0.19;52.78
2.65;0.0;10.76;9.25;20.48;0.15;56.71
1.08;0.0;5.03;25.59;11.45;0.08;56.78
2.36;0.0;9.79;22.01;15.77;0.32;49.76
0.88;0.0;4.9;35.4;8.89;0.1;49.83
1.91;0.0;6.0;18.11;13.9;0.11;59.96
1.37;0.0;6.64;11.95;17.09;0.22;62.73
2.05;0.0;11.05;6.05;25.36;0.31;55.17
1.83;0.0;13.1;6.54;29.15;0.27;49.11
2.41;0.0;13.14;5.22;25.3;0.64;53.29
1.41;0.0;10.12;3.44;24.96;0.32;59.74
1.87;0.0;10.9;10.4;21.02;0.34;55.47
2.18;0.0;14.67;3.77;27.14;0.59;51.65
1.66;0.0;9.08;18.2;15.45;0.18;55.43
2.46;0.0;18.37;3.72;28.02;0.69;46.74
2.33;0.0;14.59;2.22;28.93;0.7;51.23
1.76;0.0;10.42;9.62;21.14;0.36;56.69
2.57;0.0;14.27;3.12;26.77;0.63;52.64
2.09;0.0;14.0;2.49;23.63;0.89;56.9
1.03;0.0;9.2;12.81;15.2;0.45;61.31
2.29;0.0;13.87;2.84;25.74;0.97;54.28
2.22;0.0;14.76;3.07;25.04;0.4;54.51
3.29;0.0;13.83;4.45;24.58;0.54;53.31
3.01;0.0;19.15;3.5;29.27;1.37;43.69
3.47;0.0;15.94;7.01;25.25;0.51;47.82
2.96;0.0;18.57;5.06;26.09;0.78;46.53
2.49;0.0;14.92;2.97;31.32;1.25;47.06
2.53;0.0;18.85;7.09;28.47;0.62;42.43
2.45;0.0;19.13;7.63;25.17;0.96;44.66
2.92;0.0;16.89;1.94;29.05;0.69;48.5
1.81;0.07;8.64;2.48;40.21;0.05;46.75
2.02;0.18;6.3;1.28;47.69;0.05;42.48
1.83;0.05;7.93;1.12;43.96;0.11;45.0
2.16;0.01;9.76;3.85;23.98;0.07;60.17
5.31;0.01;14.42;3.31;27.99;0.13;48.84
4.03;0.0;13.01;2.04;29.97;0.44;50.51
5.99;0.0;17.91;3.52;28.5;0.4;43.68
5.54;0.0;15.49;2.31;32.03;0.38;44.26
3.66;0.0;13.26;3.84;26.91;0.4;51.93
3.7;0.0;15.18;3.13;30.45;0.46;47.08
5.73;0.0;17.89;2.09;33.98;0.6;39.72
4.74;0.0;17.57;2.6;37.13;0.66;37.29
3.08;0.0;13.99;2.81;26.82;0.92;52.37
5.48;0.0;19.07;2.43;32.5;0.68;39.83
3.95;0.0;19.96;1.44;34.38;1.39;38.88
7.38;0.0;26.29;2.01;32.53;2.76;29.04
4.96;0.0;17.0;1.53;34.29;1.55;40.66
5.71;0.0;16.61;1.43;24.86;4.29;47.09
3.73;0.0;11.92;1.8;28.08;1.85;52.62
4.94;0.0;17.55;1.1;24.82;4.26;47.33
4.13;0.0;13.68;1.35;23.51;4.88;52.44
3.5;0.0;13.98;0.77;32.53;2.28;46.95
3.08;0.0;13.29;2.31;20.08;1.56;59.67
6.01;0.01;18.92;1.91;30.61;1.07;41.48
3.59;0.0;10.44;1.29;28.79;1.07;54.82
3.32;0.01;9.65;1.47;23.05;0.83;61.66
6.96;0.0;13.65;1.67;29.61;0.52;47.58
4.48;0.01;16.68;1.06;32.42;0.88;44.46
5.34;0.0;14.23;2.46;29.47;0.38;48.12
3.08;0.0;10.8;2.74;36.77;0.34;46.26
3.22;0.07;7.39;1.84;41.96;0.1;45.41
2.19;0.02;8.91;1.67;33.67;0.21;53.32
2.87;0.01;11.05;1.1;32.12;0.28;52.57
2.51;0.0;5.4;1.0;26.19;0.48;64.41
3.4;0.0;8.06;0.73;34.54;0.5;52.78
