angry;disgust;scared;happy;sad;surprised;neutral
8.3;0.04;17.71;29.94;5.01;2.94;36.06
10.55;0.03;20.65;30.76;5.29;3.29;29.42
8.41;0.05;22.21;27.61;3.99;5.01;32.71
6.89;0.03;19.72;26.33;5.02;5.34;36.68
12.57;0.13;11.26;37.11;4.68;13.03;21.22
3.21;0.04;2.64;80.59;1.66;5.06;6.81
2.16;0.02;2.75;81.71;1.74;4.98;6.64
10.67;0.06;12.06;29.48;4.14;10.93;32.67
9.59;0.08;11.4;29.01;4.17;13.73;32.02
5.67;0.06;15.71;33.61;9.76;1.62;33.57
4.64;0.09;16.88;35.12;7.75;2.07;33.46
4.78;0.1;16.62;33.69;8.49;1.57;34.75
5.52;0.06;19.21;34.55;7.63;1.7;31.33
9.22;0.04;22.76;26.38;7.9;1.19;32.52
7.31;0.06;21.09;19.34;10.21;1.06;40.93
6.8;0.09;18.82;27.23;10.0;0.93;36.13
8.3;0.06;22.81;19.15;9.84;0.88;38.97
5.97;0.04;20.83;25.09;9.05;0.75;38.27
6.55;0.06;18.85;25.22;8.64;1.01;39.67
9.31;0.09;19.76;23.65;7.22;1.12;38.86
9.24;0.09;21.95;23.25;9.96;0.87;34.63
8.25;0.06;22.38;25.22;9.17;1.02;33.91
9.61;0.09;21.59;20.33;12.66;1.32;34.41
8.49;0.08;24.18;19.15;11.77;0.93;35.4
8.23;0.06;21.63;20.84;12.48;0.85;35.92
10.21;0.07;22.01;22.86;9.94;1.64;33.28
9.64;0.08;16.48;16.82;17.18;2.31;37.49
12.4;0.07;20.93;17.16;16.27;0.89;32.27
9.07;0.08;21.96;17.54;8.91;2.32;40.12
12.13;0.05;22.48;14.78;10.4;2.45;37.71
10.75;0.04;15.8;21.75;13.97;0.92;36.77
11.31;0.04;18.48;19.45;12.92;1.26;36.53
10.94;0.04;22.43;17.4;13.76;1.45;33.99
10.36;0.04;20.86;19.71;9.76;1.28;38.0
9.9;0.05;19.82;17.77;11.14;2.07;39.25
14.77;0.09;12.66;43.02;4.16;5.97;19.35
7.99;0.1;7.49;62.28;3.1;6.73;12.31
13.66;0.08;8.43;51.07;2.92;6.63;17.2
12.89;0.34;9.78;39.82;4.01;12.89;20.27
