Emotions;Percent
angry;1.45
disgust;0.01
scared;4.57
happy;0.61
sad;64.65
surprised;0.01
neutral;28.69
angry;1.45
disgust;0.01
scared;4.57
happy;0.61
sad;64.65
surprised;0.01
neutral;28.69
angry;2.25
disgust;0.02
scared;3.81
happy;1.51
sad;53.49
surprised;0.02
neutral;38.91
angry;2.13
disgust;0.02
scared;3.07
happy;1.17
sad;56.40
surprised;0.01
neutral;37.21
angry;1.94
disgust;0.01
scared;3.61
happy;0.94
sad;57.67
surprised;0.01
neutral;35.84
angry;1.94
disgust;0.01
scared;5.56
happy;0.54
sad;63.67
surprised;0.01
neutral;28.28
angry;1.90
disgust;0.01
scared;4.44
happy;0.77
sad;59.13
surprised;0.01
neutral;33.74
angry;1.77
disgust;0.01
scared;7.47
happy;0.65
sad;62.72
surprised;0.02
neutral;27.35
angry;4.18
disgust;0.01
scared;7.96
happy;0.87
sad;55.11
surprised;0.02
neutral;31.86
angry;2.49
disgust;0.01
scared;7.53
happy;0.91
sad;59.46
surprised;0.01
neutral;29.59
angry;1.88
disgust;0.01
scared;8.58
happy;0.69
sad;58.72
surprised;0.01
neutral;30.10
angry;1.86
disgust;0.01
scared;5.14
happy;0.73
sad;58.94
surprised;0.01
neutral;33.31
angry;2.72
disgust;0.01
scared;4.82
happy;0.56
sad;56.00
surprised;0.01
neutral;35.89
angry;2.39
disgust;0.01
scared;3.79
happy;0.62
sad;54.36
surprised;0.01
neutral;38.83
angry;2.05
disgust;0.01
scared;4.16
happy;0.57
sad;57.40
surprised;0.01
neutral;35.80
angry;2.38
disgust;0.01
scared;5.45
happy;0.71
sad;61.59
surprised;0.01
neutral;29.86
angry;1.87
disgust;0.01
scared;4.88
happy;0.56
sad;59.67
surprised;0.01
neutral;33.00
angry;2.21
disgust;0.01
scared;5.16
happy;0.40
sad;67.91
surprised;0.01
neutral;24.30
angry;1.92
disgust;0.01
scared;4.75
happy;0.39
sad;61.76
surprised;0.01
neutral;31.15
angry;2.86
disgust;0.01
scared;5.52
happy;0.86
sad;62.52
surprised;0.02
neutral;28.21
angry;2.23
disgust;0.01
scared;5.57
happy;0.44
sad;66.24
surprised;0.01
neutral;25.51
angry;1.95
disgust;0.02
scared;4.47
happy;0.80
sad;57.14
surprised;0.01
neutral;35.61
angry;4.03
disgust;0.06
scared;10.50
happy;10.53
sad;49.13
surprised;0.09
neutral;25.66
angry;5.40
disgust;0.17
scared;11.80
happy;2.75
sad;59.56
surprised;0.12
neutral;20.20
angry;4.74
disgust;0.08
scared;12.16
happy;6.11
sad;59.40
surprised;0.10
neutral;17.40
angry;3.13
disgust;0.03
scared;9.42
happy;4.35
sad;65.60
surprised;0.06
neutral;17.41
angry;3.39
disgust;0.05
scared;5.62
happy;2.42
sad;53.98
surprised;0.03
neutral;34.50
angry;3.50
disgust;0.04
scared;6.40
happy;1.65
sad;55.57
surprised;0.03
neutral;32.82
angry;2.23
disgust;0.01
scared;4.81
happy;1.53
sad;56.23
surprised;0.01
neutral;35.18
angry;1.85
disgust;0.01
scared;4.55
happy;0.89
sad;55.09
surprised;0.01
neutral;37.61
angry;2.02
disgust;0.01
scared;3.61
happy;0.98
sad;54.69
surprised;0.01
neutral;38.68
angry;2.45
disgust;0.01
scared;6.03
happy;0.73
sad;63.23
surprised;0.00
neutral;27.55
angry;1.90
disgust;0.01
scared;5.31
happy;0.43
sad;59.15
surprised;0.01
neutral;33.20
angry;1.76
disgust;0.01
scared;4.17
happy;0.53
sad;50.99
surprised;0.01
neutral;42.54
angry;1.81
disgust;0.01
scared;4.76
happy;0.53
sad;53.04
surprised;0.01
neutral;39.84
angry;2.61
disgust;0.01
scared;4.10
happy;0.40
sad;59.14
surprised;0.01
neutral;33.73
angry;2.55
disgust;0.01
scared;4.22
happy;0.33
sad;62.42
surprised;0.01
neutral;30.47
angry;2.04
disgust;0.01
scared;3.85
happy;0.84
sad;54.07
surprised;0.01
neutral;39.18
angry;2.73
disgust;0.01
scared;3.70
happy;1.10
sad;54.74
surprised;0.01
neutral;37.69
angry;1.95
disgust;0.00
scared;8.67
happy;0.26
sad;68.60
surprised;0.01
neutral;20.50
angry;4.59
disgust;0.03
scared;5.53
happy;0.33
sad;57.27
surprised;0.00
neutral;32.25
angry;2.86
disgust;0.01
scared;10.87
happy;0.29
sad;60.58
surprised;0.01
neutral;25.39
angry;3.44
disgust;0.01
scared;6.20
happy;0.26
sad;64.13
surprised;0.00
neutral;25.95
angry;3.53
disgust;0.03
scared;7.25
happy;0.67
sad;61.50
surprised;0.01
neutral;27.01
angry;2.54
disgust;0.01
scared;4.55
happy;0.84
sad;51.88
surprised;0.01
neutral;40.17
angry;3.29
disgust;0.01
scared;5.19
happy;0.75
sad;56.99
surprised;0.01
neutral;33.77
angry;2.34
disgust;0.02
scared;3.76
happy;0.99
sad;49.29
surprised;0.01
neutral;43.60
angry;2.11
disgust;0.02
scared;3.26
happy;0.59
sad;43.89
surprised;0.00
neutral;50.12
angry;2.13
disgust;0.02
scared;4.51
happy;1.79
sad;52.44
surprised;0.01
neutral;39.12
angry;1.69
disgust;0.11
scared;3.90
happy;6.32
sad;64.05
surprised;0.02
neutral;23.91
angry;1.45
disgust;0.09
scared;6.24
happy;2.63
sad;73.38
surprised;0.03
neutral;16.17
angry;1.38
disgust;0.06
scared;4.49
happy;4.03
sad;71.29
surprised;0.02
neutral;18.74
angry;1.67
disgust;0.08
scared;3.45
happy;3.65
sad;68.53
surprised;0.02
neutral;22.59
angry;1.33
