angry;disgust;scared;happy;sad;surprised;neutral
1.45;0.01;4.57;0.61;64.65;0.01;28.69
1.45;0.01;4.57;0.61;64.65;0.01;28.69
2.25;0.02;3.81;1.51;53.49;0.02;38.91
2.13;0.02;3.07;1.17;56.4;0.01;37.21
1.94;0.01;3.61;0.94;57.67;0.01;35.84
1.94;0.01;5.56;0.54;63.67;0.01;28.28
1.9;0.01;4.44;0.77;59.13;0.01;33.74
1.77;0.01;7.47;0.65;62.72;0.02;27.35
4.18;0.01;7.96;0.87;55.11;0.02;31.86
2.49;0.01;7.53;0.91;59.46;0.01;29.59
1.88;0.01;8.58;0.69;58.72;0.01;30.1
1.86;0.01;5.14;0.73;58.94;0.01;33.31
2.72;0.01;4.82;0.56;56.0;0.01;35.89
2.39;0.01;3.79;0.62;54.36;0.01;38.83
2.05;0.01;4.16;0.57;57.4;0.01;35.8
2.38;0.01;5.45;0.71;61.59;0.01;29.86
1.87;0.01;4.88;0.56;59.67;0.01;33.0
2.21;0.01;5.16;0.4;67.91;0.01;24.3
1.92;0.01;4.75;0.39;61.76;0.01;31.15
2.86;0.01;5.52;0.86;62.52;0.02;28.21
2.23;0.01;5.57;0.44;66.24;0.01;25.51
1.95;0.02;4.47;0.8;57.14;0.01;35.61
4.03;0.06;10.5;10.53;49.13;0.09;25.66
5.4;0.17;11.8;2.75;59.56;0.12;20.2
4.74;0.08;12.16;6.11;59.4;0.1;17.4
3.13;0.03;9.42;4.35;65.6;0.06;17.41
3.39;0.05;5.62;2.42;53.98;0.03;34.5
3.5;0.04;6.4;1.65;55.57;0.03;32.82
2.23;0.01;4.81;1.53;56.23;0.01;35.18
1.85;0.01;4.55;0.89;55.09;0.01;37.61
2.02;0.01;3.61;0.98;54.69;0.01;38.68
2.45;0.01;6.03;0.73;63.23;0.0;27.55
1.9;0.01;5.31;0.43;59.15;0.01;33.2
1.76;0.01;4.17;0.53;50.99;0.01;42.54
1.81;0.01;4.76;0.53;53.04;0.01;39.84
