angry;disgust;scared;happy;sad;surprised;neutral
31.78;0.75;6.23;10.27;20.04;1.24;29.7
26.97;0.71;6.78;14.17;18.04;1.01;32.32
31.18;0.47;7.51;10.16;18.29;1.02;31.37
31.5;0.58;7.06;10.58;19.0;1.14;30.14
32.5;0.41;6.12;13.49;19.0;0.72;27.77
39.2;0.44;7.81;7.62;19.15;0.83;24.95
40.35;1.24;6.73;8.76;18.73;1.0;23.18
35.13;1.14;7.18;11.4;19.14;1.15;24.87
33.4;0.93;5.69;10.19;20.85;1.2;27.74
32.33;0.63;4.54;9.25;20.7;0.93;31.61
31.52;0.56;4.39;13.26;18.7;1.11;30.47
29.67;0.36;5.17;9.33;26.87;0.56;28.05
40.32;0.56;6.53;5.09;21.8;0.8;24.9
38.43;0.64;6.07;6.64;22.05;1.39;24.77
40.74;0.48;6.94;4.69;23.38;0.61;23.15
38.21;0.66;7.57;3.75;21.26;1.16;27.39
38.54;0.47;7.52;3.32;22.12;0.99;27.03
37.94;0.55;7.38;2.89;26.09;0.81;24.33
44.63;0.43;8.28;3.72;22.17;0.83;19.94
40.85;0.36;9.19;3.92;22.99;1.21;21.46
41.84;0.46;5.8;3.14;25.44;0.72;22.61
42.96;0.99;7.84;5.01;23.9;0.86;18.45
47.49;0.99;6.67;2.56;22.83;0.91;18.56
43.77;0.32;5.84;3.95;22.83;0.77;22.51
40.32;0.63;8.73;5.37;25.35;0.73;18.87
44.6;0.63;7.98;5.21;19.52;0.8;21.26
39.05;0.74;6.15;8.02;22.2;0.69;23.14
31.73;1.03;6.63;9.74;19.13;0.87;30.87
38.37;0.96;6.07;8.03;21.79;0.73;24.05
36.81;0.25;6.15;8.11;19.08;0.89;28.71
33.2;0.44;6.19;8.65;18.53;1.19;31.8
32.31;0.23;6.56;7.23;20.94;0.89;31.84
31.09;0.32;4.88;7.95;19.28;0.86;35.61
35.5;0.24;5.43;5.82;18.99;0.84;33.19
37.19;0.26;6.53;5.91;22.17;0.91;27.02
36.02;0.33;5.46;8.32;18.48;0.86;30.53
