Emotions,Percent
angry,13.474534451961517
disgust,0.015052261005621403
scared,14.019584655761719
happy,0.18245147075504065
sad,45.57793140411377
surprised,2.2345058619976044
neutral,24.495944380760193
angry,13.474534451961517
disgust,0.015052261005621403
scared,14.019584655761719
happy,0.18245147075504065
sad,45.57793140411377
surprised,2.2345058619976044
neutral,24.495944380760193
angry,11.302545666694641
disgust,0.021858492982573807
scared,15.863050520420074
happy,0.231787352822721
sad,42.716625332832336
surprised,2.2805092856287956
neutral,27.583619952201843
angry,22.44414985179901
disgust,0.013595852942671627
scared,13.669325411319733
happy,0.08613683748990297
sad,37.487608194351196
surprised,3.142916038632393
neutral,23.156273365020752
angry,15.525801479816437
disgust,0.014845535042695701
scared,16.862666606903076
happy,0.09331004112027586
sad,46.245381236076355
surprised,2.2722413763403893
neutral,18.985748291015625
angry,15.425482392311096
disgust,0.012153958232374862
scared,19.348880648612976
happy,0.09522539912723005
sad,43.02076995372772
surprised,3.4116216003894806
neutral,18.68586391210556
angry,14.249783754348755
disgust,0.01108254145947285
scared,21.521617472171783
happy,0.16931702848523855
sad,38.88694941997528
surprised,5.4003894329071045
neutral,19.76085901260376
angry,13.647767901420593
disgust,0.009566530934534967
scared,24.244648218154907
happy,0.1487375469878316
sad,37.58435249328613
surprised,5.682576447725296
neutral,18.682344257831573
angry,17.92217642068863
disgust,0.0155672911205329
scared,13.351866602897644
happy,0.10955574689432979
sad,41.211119294166565
surprised,4.807113483548164
neutral,22.582602500915527
angry,13.24097216129303
disgust,0.011973557411693037
scared,16.800829768180847
happy,0.11929874308407307
sad,42.3735648393631
surprised,5.31083308160305
neutral,22.142532467842102
angry,8.739345520734787
disgust,0.007233549695229158
scared,14.104215800762177
happy,0.1292965840548277
sad,47.89755940437317
surprised,3.828664869070053
neutral,25.293684005737305
angry,8.887311071157455
disgust,0.005322618017089553
scared,14.107175171375275
happy,0.13741384027525783
sad,47.47100472450256
surprised,3.588089346885681
neutral,25.80367624759674
angry,8.765523135662079
disgust,0.005933673674007878
scared,17.486658692359924
happy,0.13835885329172015
sad,40.5906081199646
surprised,4.67495322227478
neutral,28.337958455085754
angry,12.260612100362778
disgust,0.0020363411749713123
scared,15.057052671909332
happy,0.11884048581123352
sad,41.24077260494232
surprised,3.750559315085411
neutral,27.570131421089172
angry,14.271683990955353
disgust,0.020686241623479873
scared,14.241547882556915
happy,0.12894049286842346
sad,43.47643554210663
surprised,2.769985608756542
neutral,25.090715289115906
angry,15.239302814006805
disgust,0.028850726084783673
scared,13.44400942325592
happy,0.1393437385559082
sad,40.79024791717529
surprised,2.5745464488863945
neutral,27.783706784248352
angry,15.533408522605896
disgust,0.009609191329218447
scared,11.04540303349495
happy,0.13719757553189993
sad,41.221556067466736
surprised,6.109928712248802
neutral,25.942888855934143
angry,14.230102300643921
disgust,0.014740564802195877
scared,12.58435994386673
happy,0.12522563338279724
sad,44.646045565605164
surprised,4.5592475682497025
neutral,23.84028285741806
angry,15.802419185638428
disgust,0.023107761808205396
scared,12.835277616977692
happy,0.09641419164836407
sad,40.96837639808655
surprised,4.0258049964904785
neutral,26.248598098754883
angry,15.995147824287415
disgust,0.013516348553821445
scared,12.8806933760643
happy,0.10214430512860417
sad,39.676234126091
surprised,2.9842864722013474
neutral,28.347980976104736
angry,15.108855068683624
disgust,0.011253919365117326
scared,10.579947382211685
happy,0.09003595332615077
sad,43.016719818115234
surprised,6.990691274404526
neutral,24.20249879360199
angry,13.349144160747528
disgust,0.005824652180308476
scared,10.89930534362793
happy,0.09254206088371575
sad,43.74098777770996
surprised,6.402362883090973
neutral,25.50983726978302
angry,13.777045905590057
disgust,0.007831904076738283
scared,11.54230311512947
happy,0.11570968199521303
sad,42.98107624053955
surprised,5.300420895218849
neutral,26.27561390399933
angry,16.556762158870697
disgust,0.009190466516884044
scared,10.667305439710617
happy,0.09018678683787584
sad,44.41969692707062
