angry;disgust;scared;happy;sad;surprised;neutral
20.72;1.27;11.01;14.75;25.32;1.12;25.8
30.16;0.59;21.19;7.61;28.73;0.95;10.77
23.93;0.61;19.99;3.02;24.95;0.6;26.9
7.47;0.91;5.83;47.96;23.97;0.7;13.16
17.99;0.34;14.75;9.38;17.53;1.7;38.32
25.52;4.05;25.36;5.23;21.15;3.01;15.68
16.06;2.55;19.5;5.59;18.62;4.09;33.59
13.75;1.94;10.17;7.97;13.07;2.2;50.9
31.87;6.18;11.21;4.07;15.84;3.82;27.01
17.36;1.91;8.34;2.64;12.53;3.03;54.18
36.93;4.4;13.68;2.25;11.85;4.27;26.61
44.59;5.09;7.18;4.47;10.44;1.82;26.42
22.34;4.86;13.42;12.48;14.3;2.03;30.56
32.23;5.81;11.3;5.67;13.99;2.09;28.91
35.17;1.44;9.54;8.7;19.85;1.29;23.99
39.31;0.28;10.51;6.87;9.01;0.4;33.62
34.51;1.57;17.45;0.9;16.13;0.17;29.26
32.49;0.73;15.85;0.43;22.97;0.21;27.32
46.7;1.97;16.28;0.28;16.53;0.46;17.78
27.94;1.84;17.97;0.16;17.27;0.76;34.05
24.61;3.44;23.17;0.13;18.39;1.18;29.09
41.06;2.64;13.28;0.95;18.5;1.24;22.34
20.07;1.62;11.73;0.06;25.14;0.4;40.98
17.31;1.93;10.83;0.18;23.23;0.16;46.36
21.8;1.46;4.71;10.66;18.4;0.41;42.56
18.81;0.59;8.08;2.16;19.83;0.37;50.15
17.76;0.97;7.93;0.05;18.79;0.31;54.19
19.16;0.64;9.69;0.14;22.67;0.44;47.27
17.28;0.84;7.53;0.12;18.17;0.53;55.53
23.45;1.41;8.72;0.05;26.28;0.31;39.78
12.61;1.79;6.4;0.06;18.82;0.21;60.11
29.68;1.75;11.18;0.27;20.11;0.57;36.44
24.92;1.15;10.67;2.86;20.75;0.47;39.18
30.26;2.5;7.49;0.07;21.77;0.31;37.59
37.42;3.21;7.25;0.44;17.92;0.22;33.55
25.74;1.8;4.25;0.32;19.06;0.27;48.57
20.48;1.66;3.72;2.12;16.6;0.17;55.24
6.93;5.61;9.9;26.61;19.79;2.64;28.51
19.24;0.54;5.57;20.23;27.75;0.19;26.48
42.99;0.94;5.09;1.66;13.34;0.44;35.55
48.64;25.56;8.49;0.22;11.4;0.3;5.39
22.32;48.06;8.87;0.1;15.93;0.2;4.52
36.64;15.51;20.22;1.24;12.92;1.95;11.53
29.07;36.84;17.12;0.82;9.46;1.01;5.69
38.89;6.98;12.28;7.42;14.68;1.57;18.19
42.41;17.83;8.57;3.43;8.58;1.93;17.25
28.36;12.82;22.75;0.75;16.89;1.52;16.91
30.01;8.52;20.63;2.08;27.5;1.67;9.59
50.81;8.61;8.57;2.85;20.61;0.54;8.01
53.98;7.51;5.58;4.68;14.82;0.38;13.07
57.02;10.3;8.47;2.15;13.04;0.54;8.47
16.52;0.12;18.45;16.95;11.63;4.71;31.61
32.6;1.57;14.31;0.31;27.6;0.23;23.39
28.1;2.02;18.96;1.71;25.73;0.42;23.07
34.38;1.02;16.44;2.61;16.45;0.79;28.3
26.89;0.76;16.01;1.42;30.52;0.36;24.05
41.12;1.16;13.49;4.28;19.38;0.36;20.2
39.32;0.67;15.12;1.42;19.97;0.28;23.23
22.58;0.23;24.51;2.06;17.2;0.23;33.2
35.99;0.94;25.25;0.72;15.09;0.18;21.83
24.72;0.28;32.76;1.13;19.17;0.28;21.65
44.5;0.98;17.03;1.45;17.92;0.3;17.82
31.43;1.05;20.77;0.8;20.74;0.14;25.06
30.95;1.27;19.07;0.26;25.15;0.24;23.06
30.91;0.91;22.4;0.27;18.83;0.38;26.29
18.1;1.61;36.01;0.29;20.52;0.63;22.84
26.32;2.82;21.14;0.28;21.07;0.44;27.92
32.2;1.29;21.24;0.13;21.16;0.31;23.68
31.5;1.92;14.87;0.33;18.42;0.6;32.35
41.99;3.52;10.26;0.77;14.23;0.44;28.79
39.48;3.47;12.07;0.69;14.55;0.37;29.36
36.44;3.1;12.46;1.23;14.16;0.26;32.36
13.43;0.69;11.3;1.2;14.24;0.38;58.75
30.73;0.42;11.0;2.41;13.35;0.66;41.42
19.14;0.56;17.01;1.14;20.49;0.38;41.27
21.0;0.29;19.45;1.5;17.71;0.38;39.68
39.21;0.38;17.48;2.44;13.15;0.17;27.17
69.83;1.81;12.31;1.32;7.56;0.1;7.06
38.11;3.35;10.58;4.73;20.89;0.32;22.02
47.03;1.38;18.58;0.64;24.83;0.19;7.36
21.71;1.8;7.0;4.94;31.31;0.15;33.09
33.87;15.34;9.8;1.04;21.12;0.5;18.33
