frameID,mediaTime,attention,dominantEmotion,emotion_Angry,emotion_Disgust,emotion_Fear,emotion_Happy,emotion_Neutral,emotion_Sad,emotion_Surprise,arousal,valence,affects38_Afraid,affects38_Amused,affects38_Angry,affects38_Annoyed,affects38_Anxious,affects38_Apathetic,affects38_Astonished,affects38_Bored,affects38_Calm,affects38_Conceited,affects38_Contemplative,affects38_Content,affects38_Convinced,affects38_Delighted,affects38_Depressed,affects38_Determined,affects38_Disappointed,affects38_Discontented,affects38_Distressed,affects38_Embarrassed,affects38_Enraged,affects38_Excited,affects38_Feel Well,affects38_Frustrated,affects38_Happy,affects38_Hopeful,affects38_Impressed,affects38_Melancholic,affects38_Peaceful,affects38_Pensive,affects38_Pleased,affects38_Relaxed,affects38_Sad,affects38_Satisfied,affects38_Sleepy,affects38_Tired,affects38_Uncomfortable,affects38_Worried,affects98_Adventurous,affects98_Afraid,affects98_Alarmed,affects98_Ambitious,affects98_Amorous,affects98_Amused,affects98_Angry,affects98_Annoyed,affects98_Anxious,affects98_Apathetic,affects98_Aroused,affects98_Ashamed,affects98_Astonished,affects98_At Ease,affects98_Attentive,affects98_Bellicose,affects98_Bitter,affects98_Bored,affects98_Calm,affects98_Compassionate,affects98_Conceited,affects98_Confident,affects98_Conscientious,affects98_Contemplative,affects98_Contemptuous,affects98_Content,affects98_Convinced,affects98_Courageous,affects98_Defient,affects98_Dejected,affects98_Delighted,affects98_Depressed,affects98_Desperate,affects98_Despondent,affects98_Determined,affects98_Disappointed,affects98_Discontented,affects98_Disgusted,affects98_Dissatisfied,affects98_Distressed,affects98_Distrustful,affects98_Doubtful,affects98_Droopy,affects98_Embarrassed,affects98_Enraged,affects98_Enthusiastic,affects98_Envious,affects98_Excited,affects98_Expectant,affects98_Feel Guilt,affects98_Feel Well,affects98_Feeling Superior,affects98_Friendly,affects98_Frustrated,affects98_Glad,affects98_Gloomy,affects98_Happy,affects98_Hateful,affects98_Hesitant,affects98_Hopeful,affects98_Hostile,affects98_Impatient,affects98_Impressed,affects98_Indignant,affects98_Insulted,affects98_Interested,affects98_Jealous,affects98_Joyous,affects98_Languid,affects98_Light Hearted,affects98_Loathing,affects98_Longing,affects98_Lusting,affects98_Melancholic,affects98_Miserable,affects98_Passionate,affects98_Peaceful,affects98_Pensive,affects98_Pleased,affects98_Polite,affects98_Relaxed,affects98_Reverent,affects98_Sad,affects98_Satisfied,affects98_Selfconfident,affects98_Serene,affects98_Serious,affects98_Sleepy,affects98_Solemn,affects98_Startled,affects98_Suspicious,affects98_Taken Aback,affects98_Tense,affects98_Tired,affects98_Triumphant,affects98_Uncomfortable,affects98_Wavering,affects98_Worried,quadrant,positivity
264,11.488,0.46,Neutral,0.2,0.06,0.08,0.06,0.33,0.14,0.13,-0.42,-0.28,0,0,0,0,0.65,0.91,0,0.86,0,0,0.22,0,0,0,0.71,0,0.58,0.29,0,0.97,0,0,0,0.25,0,0.19,0.44,0.89,0.18,0.88,0,0,0.7,0,0.58,0.61,0.84,0.95,0,0,0,0,0,0,0,0,0.65,0.91,0,0.97,0,0,0.43,0,0.27,0.86,0,0.32,0,0.34,0.51,0.22,0,0,0,0,0,0.75,0,0.71,0.72,0.91,0,0.58,0.29,0.02,0.83,0,0.7,0.7,0.74,0.97,0,0,0,0,0.42,0.98,0,0,0,0.25,0,0.64,0,0,0.9,0.19,0,0.45,0.44,0.23,0.4,0,0.01,0,0.99,0.02,0.01,0.75,0,0.89,0.49,0.35,0.18,0.88,0,0.52,0,0.46,0.7,0,0,0,0.7,0.58,0,0.39,0.54,0.95,0,0.61,0,0.84,0.84,0.95,Low Control,0.13
265,11.52,0.62,Neutral,0.22,0.03,0.06,0.09,0.3,0.19,0.1,-0.36,-0.28,0,0,0,0,0.61,0.94,0,0.81,0,0,0.18,0,0,0,0.71,0,0.62,0.37,0,0.95,0,0,0,0.33,0,0.18,0.46,0.85,0.12,0.85,0,0,0.71,0,0.51,0.54,0.85,0.96,0,0,0,0,0,0,0,0,0.61,0.94,0,0.96,0,0,0.41,0,0.35,0.81,0,0.25,0,0.34,0.45,0.18,0,0,0,0,0,0.7,0,0.71,0.72,0.91,0,0.62,0.37,0.12,0.86,0,0.75,0.64,0.69,0.95,0,0,0,0,0.46,0.98,0,0,0,0.33,0,0.65,0,0,0.86,0.18,0,0.51,0.46,0.32,0.48,0,0.11,0,0.98,0.08,0.1,0.74,0,0.85,0.53,0.39,0.12,0.85,0,0.48,0,0.39,0.71,0,0,0,0.66,0.51,0,0.44,0.61,0.97,0,0.54,0,0.85,0.81,0.96,Low Control,0.13
266,11.568,0.42,Neutral,0.3,0.04,0.06,0.04,0.36,0.14,0.06,-0.43,-0.29,0,0,0,0,0.66,0.9,0,0.87,0,0,0.21,0,0,0,0.72,0,0.58,0.28,0,0.97,0,0,0,0.23,0,0.16,0.42,0.89,0.17,0.87,0,0,0.71,0,0.59,0.61,0.85,0.95,0,0,0,0,0,0,0,0,0.66,0.9,0,0.97,0,0,0.41,0,0.26,0.87,0,0.31,0,0.32,0.5,0.21,0,0,0,0,0,0.76,0,0.72,0.73,0.92,0,0.58,0.28,0.01,0.83,0,0.69,0.72,0.76,0.97,0,0,0,0,0.4,0.99,0,0,0,0.23,0,0.66,0,0,0.91,0.16,0,0.43,0.42,0.21,0.4,0,0,0,0.99,0,0,0.74,0,0.89,0.5,0.32,0.17,0.87,0,0.52,0,0.46,0.71,0,0,0,0.69,0.59,0,0.39,0.53,0.95,0,0.61,0,0.85,0.85,0.95,Low Control,0.12
267,11.6,0.86,Neutral,0.24,0.03,0.07,0.07,0.31,0.2,0.08,-0.27,-0.28,0,0.1,0,0.11,0.51,0.98,0,0.72,0,0,0.14,0,0.03,0,0.68,0,0.67,0.49,0.13,0.89,0.01,0,0,0.46,0,0.19,0.52,0.79,0.04,0.8,0,0,0.69,0,0.39,0.41,0.84,0.96,0,0,0,0,0,0.1,0,0.11,0.51,0.98,0,0.92,0,0,0.39,0,0.45,0.72,0,0.14,0,0.38,0.37,0.14,0.05,0,0.03,0,0,0.59,0,0.68,0.67,0.89,0,0.67,0.49,0.27,0.89,0.13,0.83,0.52,0.57,0.89,0.01,0.05,0,0,0.54,0.96,0,0,0,0.46,0,0.61,0,0,0.78,0.19,0,0.63,0.52,0.47,0.57,0.05,0.28,0,0.94,0.2,0.24,0.73,0,0.79,0.56,0.49,0.04,0.8,0,0.43,0,0.27,0.69,0,0,0,0.6,0.39,0,0.5,0.72,0.98,0,0.41,0,0.84,0.74,0.96,Low Control,0.16
268,11.648,0.47,,0.26,0.07,0.1,0.06,0.27,0.13,0.11,-0.41,-0.29,0,0,0,0,0.65,0.91,0,0.86,0,0,0.2,0,0,0,0.72,0,0.59,0.3,0,0.97,0,0,0,0.26,0,0.17,0.42,0.88,0.16,0.87,0,0,0.72,0,0.57,0.6,0.85,0.95,0,0,0,0,0,0,0,0,0.65,0.91,0,0.97,0,0,0.41,0,0.28,0.86,0,0.3,0,0.32,0.49,0.2,0,0,0,0,0,0.75,0,0.72,0.73,0.92,0,0.59,0.3,0.04,0.84,0,0.7,0.7,0.74,0.97,0,0,0,0,0.41,0.99,0,0,0,0.26,0,0.66,0,0,0.9,0.17,0,0.44,0.42,0.23,0.42,0,0.01,0,0.99,0.01,0.02,0.74,0,0.88,0.51,0.34,0.16,0.87,0,0.51,0,0.44,0.72,0,0,0,0.68,0.57,0,0.4,0.55,0.95,0,0.6,0,0.85,0.84,0.95,Low Control,0.12
269,11.68,0.69,Angry,0.33,0.04,0.06,0.07,0.23,0.21,0.07,-0.34,-0.31,0,0,0,0,0.61,0.95,0,0.79,0,0,0.13,0,0,0,0.73,0,0.66,0.42,0.03,0.94,0,0,0,0.39,0,0.14,0.44,0.82,0.06,0.82,0,0,0.73,0,0.47,0.49,0.87,0.95,0,0,0,0,0,0,0,0,0.61,0.95,0,0.96,0,0,0.37,0,0.4,0.79,0,0.19,0,0.31,0.4,0.13,0,0,0,0,0,0.68,0,0.73,0.73,0.92,0,0.66,0.42,0.18,0.89,0.03,0.78,0.61,0.66,0.94,0,0,0,0,0.45,0.98,0,0,0,0.39,0,0.67,0,0,0.85,0.14,0,0.54,0.44,0.36,0.52,0,0.15,0,0.97,0.08,0.17,0.71,0,0.82,0.57,0.39,0.06,0.82,0,0.44,0,0.33,0.73,0,0,0,0.62,0.47,0,0.49,0.64,0.98,0,0.49,0,0.87,0.81,0.95,Low Control,0.12
270,11.728,1,Neutral,0.23,0.02,0.06,0.05,0.35,0.18,0.11,-0.18,-0.28,0.04,0.16,0.02,0.26,0.42,0.99,0,0.63,0,0.08,0.07,0,0.13,0,0.65,0,0.71,0.59,0.27,0.83,0.17,0,0,0.57,0,0.17,0.53,0.71,0,0.74,0,0,0.67,0,0.26,0.28,0.82,0.94,0,0.04,0,0,0,0.16,0.02,0.26,0.42,0.99,0,0.88,0,0,0.34,0,0.54,0.63,0,0.02,0.08,0.37,0.27,0.07,0.21,0,0.13,0,0.08,0.49,0,0.65,0.63,0.86,0,0.71,0.59,0.4,0.9,0.27,0.89,0.4,0.46,0.83,0.17,0.13,0,0,0.57,0.93,0,0.08,0,0.57,0,0.58,0,0,0.7,0.17,0,0.72,0.53,0.58,0.65,0.08,0.4,0,0.9,0.28,0.36,0.68,0,0.71,0.58,0.54,0,0.74,0,0.34,0,0.14,0.67,0,0,0,0.52,0.26,0,0.55,0.8,0.98,0,0.28,0,0.82,0.66,0.94,Low Control,0.18
271,11.76,0.96,Neutral,0.29,0.03,0.07,0.06,0.31,0.13,0.12,-0.22,-0.28,0,0.14,0,0.2,0.46,0.99,0,0.67,0,0.02,0.11,0,0.09,0,0.66,0,0.69,0.54,0.2,0.86,0.1,0,0,0.52,0,0.19,0.53,0.75,0,0.77,0,0,0.67,0,0.32,0.34,0.83,0.95,0,0,0,0,0,0.14,0,0.2,0.46,0.99,0,0.9,0,0,0.37,0,0.5,0.67,0,0.08,0.02,0.38,0.32,0.11,0.14,0,0.09,0,0.01,0.54,0,0.66,0.65,0.87,0,0.69,0.54,0.34,0.89,0.2,0.86,0.45,0.51,0.86,0.1,0.1,0,0,0.56,0.94,0,0.03,0,0.52,0,0.59,0,0,0.74,0.19,0,0.68,0.53,0.54,0.61,0.08,0.35,0,0.92,0.25,0.3,0.71,0,0.75,0.57,0.52,0,0.77,0,0.39,0,0.2,0.67,0,0,0,0.56,0.32,0,0.52,0.77,0.98,0,0.34,0,0.83,0.69,0.95,Low Control,0.17
272,11.808,0.6,Angry,0.37,0.02,0.04,0.08,0.2,0.21,0.08,-0.37,-0.29,0,0,0,0,0.62,0.93,0,0.82,0,0,0.18,0,0,0,0.72,0,0.62,0.36,0,0.95,0,0,0,0.32,0,0.17,0.45,0.86,0.12,0.85,0,0,0.72,0,0.52,0.54,0.85,0.96,0,0,0,0,0,0,0,0,0.62,0.93,0,0.96,0,0,0.4,0,0.34,0.82,0,0.25,0,0.34,0.46,0.18,0,0,0,0,0,0.71,0,0.72,0.72,0.92,0,0.62,0.36,0.11,0.86,0,0.75,0.65,0.7,0.95,0,0,0,0,0.45,0.98,0,0,0,0.32,0,0.65,0,0,0.87,0.17,0,0.5,0.45,0.31,0.47,0,0.09,0,0.98,0.06,0.1,0.74,0,0.86,0.53,0.38,0.12,0.85,0,0.48,0,0.4,0.72,0,0,0,0.66,0.52,0,0.44,0.6,0.97,0,0.54,0,0.85,0.82,0.96,Low Control,0.13
273,11.84,0.45,Neutral,0.24,0.02,0.04,0.05,0.37,0.2,0.07,-0.42,-0.29,0,0,0,0,0.66,0.91,0,0.86,0,0,0.2,0,0,0,0.72,0,0.58,0.29,0,0.97,0,0,0,0.25,0,0.17,0.42,0.88,0.16,0.87,0,0,0.71,0,0.58,0.6,0.85,0.95,0,0,0,0,0,0,0,0,0.66,0.91,0,0.97,0,0,0.41,0,0.27,0.86,0,0.31,0,0.32,0.5,0.2,0,0,0,0,0,0.76,0,0.72,0.73,0.92,0,0.58,0.29,0.03,0.84,0,0.7,0.71,0.75,0.97,0,0,0,0,0.4,0.99,0,0,0,0.25,0,0.66,0,0,0.9,0.17,0,0.44,0.42,0.23,0.41,0,0,0,0.99,0,0.02,0.74,0,0.88,0.5,0.33,0.16,0.87,0,0.51,0,0.45,0.71,0,0,0,0.69,0.58,0,0.4,0.54,0.95,0,0.6,0,0.85,0.85,0.95,Low Control,0.12
274,11.92,0.56,Neutral,0.24,0.01,0.05,0.03,0.33,0.17,0.16,-0.38,-0.28,0,0,0,0,0.63,0.93,0,0.83,0,0,0.19,0,0,0,0.72,0,0.61,0.35,0,0.96,0,0,0,0.31,0,0.18,0.45,0.86,0.14,0.86,0,0,0.71,0,0.54,0.56,0.85,0.96,0,0,0,0,0,0,0,0,0.63,0.93,0,0.96,0,0,0.41,0,0.32,0.83,0,0.27,0,0.34,0.47,0.19,0,0,0,0,0,0.72,0,0.72,0.72,0.92,0,0.61,0.35,0.09,0.86,0,0.73,0.67,0.71,0.96,0,0,0,0,0.44,0.98,0,0,0,0.31,0,0.65,0,0,0.88,0.18,0,0.49,0.45,0.29,0.45,0,0.07,0,0.98,0.05,0.08,0.74,0,0.86,0.52,0.37,0.14,0.86,0,0.49,0,0.41,0.71,0,0,0,0.67,0.54,0,0.43,0.59,0.96,0,0.56,0,0.85,0.82,0.96,Low Control,0.13
275,11.967,0.37,Angry,0.44,0.03,0.05,0.04,0.23,0.08,0.13,-0.44,-0.28,0,0,0,0,0.67,0.9,0,0.88,0,0,0.22,0,0,0,0.72,0,0.56,0.25,0,0.98,0,0,0,0.21,0,0.16,0.41,0.89,0.18,0.88,0,0,0.71,0,0.61,0.63,0.84,0.95,0,0,0,0,0,0,0,0,0.67,0.9,0,0.97,0,0,0.42,0,0.24,0.88,0,0.33,0,0.31,0.52,0.22,0,0,0,0,0,0.77,0,0.72,0.73,0.92,0,0.56,0.25,0,0.83,0,0.67,0.73,0.77,0.98,0,0,0,0,0.38,0.99,0,0,0,0.21,0,0.66,0,0,0.92,0.16,0,0.4,0.41,0.18,0.38,0,0,0,0.99,0,0,0.75,0,0.89,0.48,0.31,0.18,0.88,0,0.53,0,0.48,0.71,0,0,0,0.7,0.61,0,0.37,0.5,0.94,0,0.63,0,0.84,0.86,0.95,Low Control,0.12
276,11.999,0.91,Angry,0.4,0.02,0.03,0.07,0.18,0.16,0.13,-0.24,-0.31,0,0.07,0,0.16,0.51,0.98,0,0.7,0,0,0.08,0,0.02,0,0.7,0,0.71,0.54,0.19,0.88,0.05,0,0,0.51,0,0.14,0.49,0.76,0,0.77,0,0,0.71,0,0.34,0.36,0.85,0.94,0,0,0,0,0,0.07,0,0.16,0.51,0.98,0,0.92,0,0,0.34,0,0.5,0.7,0,0.07,0,0.33,0.31,0.08,0.11,0,0.02,0,0,0.58,0,0.7,0.69,0.9,0,0.71,0.54,0.33,0.91,0.19,0.85,0.49,0.54,0.88,0.05,0.03,0,0,0.52,0.96,0,0,0,0.51,0,0.63,0,0,0.76,0.14,0,0.64,0.49,0.5,0.61,0.01,0.3,0,0.93,0.19,0.3,0.69,0,0.76,0.6,0.47,0,0.77,0,0.37,0,0.21,0.71,0,0,0,0.55,0.34,0,0.55,0.74,0.99,0,0.36,0,0.85,0.73,0.94,Low Control,0.14
277,12.047,0.92,Angry,0.39,0.03,0.03,0.09,0.19,0.18,0.09,-0.24,-0.31,0,0.06,0,0.18,0.51,0.98,0,0.7,0,0,0.06,0,0.01,0,0.7,0,0.72,0.55,0.2,0.88,0.06,0,0,0.52,0,0.12,0.48,0.75,0,0.76,0,0,0.72,0,0.33,0.35,0.86,0.94,0,0,0,0,0,0.06,0,0.18,0.51,0.98,0,0.92,0,0,0.32,0,0.51,0.7,0,0.06,0,0.32,0.3,0.06,0.13,0,0.01,0,0,0.58,0,0.7,0.7,0.9,0,0.72,0.55,0.34,0.91,0.2,0.86,0.48,0.54,0.88,0.06,0.03,0,0,0.51,0.96,0,0,0,0.52,0,0.64,0,0,0.76,0.12,0,0.64,0.48,0.51,0.63,0,0.31,0,0.93,0.18,0.32,0.68,0,0.75,0.61,0.46,0,0.76,0,0.36,0,0.2,0.72,0,0,0,0.54,0.33,0,0.56,0.75,0.99,0,0.35,0,0.86,0.73,0.94,Low Control,0.14
278,12.08,1,Angry,0.48,0.02,0.04,0.05,0.18,0.11,0.12,0.03,-0.3,0.42,0.25,0.39,0.59,0.12,0.96,0,0.32,0,0.38,0,0,0.32,0,0.5,0,0.75,0.78,0.56,0.61,0.51,0,0,0.78,0,0.04,0.51,0.45,0,0.5,0,0,0.54,0,0,0,0.71,0.82,0,0.42,0.22,0.1,0,0.25,0.39,0.59,0.12,0.96,0,0.7,0,0,0.15,0.11,0.7,0.32,0,0,0.38,0.29,0,0,0.54,0,0.32,0,0.43,0.16,0,0.5,0.47,0.71,0,0.75,0.78,0.66,0.87,0.56,0.97,0.01,0.09,0.61,0.51,0.28,0.38,0,0.61,0.77,0,0.34,0,0.78,0,0.43,0,0.26,0.42,0.04,0.27,0.87,0.51,0.82,0.78,0.09,0.67,0,0.71,0.41,0.59,0.51,0.06,0.45,0.58,0.6,0,0.5,0,0.07,0,0,0.54,0,0,0,0.25,0,0,0.62,0.95,0.92,0.26,0,0,0.71,0.4,0.82,Obstructive,0.22
279,12.128,0.93,Angry,0.43,0.03,0.04,0.07,0.17,0.15,0.12,-0.24,-0.28,0,0.11,0,0.17,0.48,0.98,0,0.69,0,0,0.11,0,0.06,0,0.67,0,0.69,0.53,0.19,0.87,0.07,0,0,0.51,0,0.18,0.52,0.76,0,0.78,0,0,0.69,0,0.34,0.36,0.84,0.95,0,0,0,0,0,0.11,0,0.17,0.48,0.98,0,0.91,0,0,0.37,0,0.49,0.69,0,0.09,0,0.37,0.33,0.11,0.12,0,0.06,0,0,0.56,0,0.67,0.66,0.88,0,0.69,0.53,0.32,0.9,0.19,0.85,0.48,0.53,0.87,0.07,0.08,0,0,0.55,0.95,0,0,0,0.51,0,0.61,0,0,0.76,0.18,0,0.66,0.52,0.51,0.6,0.06,0.32,0,0.93,0.23,0.29,0.71,0,0.76,0.57,0.5,0,0.78,0,0.39,0,0.22,0.69,0,0,0,0.57,0.34,0,0.53,0.75,0.98,0,0.36,0,0.84,0.71,0.95,Low Control,0.16
280,12.16,1,Angry,0.51,0.03,0.02,0.07,0.16,0.12,0.08,-0.14,-0.28,0.12,0.19,0.1,0.34,0.37,0.99,0,0.57,0,0.15,0.03,0,0.18,0,0.62,0,0.72,0.63,0.33,0.8,0.25,0,0,0.62,0,0.16,0.54,0.67,0,0.7,0,0,0.65,0,0.18,0.21,0.8,0.92,0,0.12,0,0,0,0.19,0.1,0.34,0.37,0.99,0,0.85,0,0,0.31,0,0.57,0.57,0,0,0.15,0.36,0.21,0.03,0.28,0,0.18,0,0.15,0.43,0,0.62,0.61,0.83,0,0.72,0.63,0.45,0.9,0.33,0.91,0.33,0.39,0.8,0.25,0.17,0.08,0,0.59,0.9,0,0.14,0,0.62,0,0.56,0,0,0.65,0.16,0,0.76,0.54,0.64,0.68,0.1,0.47,0,0.87,0.32,0.41,0.66,0,0.67,0.58,0.56,0,0.7,0,0.3,0,0.07,0.65,0,0,0,0.47,0.18,0,0.57,0.84,0.98,0,0.21,0,0.8,0.62,0.92,Low Control,0.19
281,12.208,0.48,Angry,0.46,0.03,0.03,0.12,0.19,0.14,0.03,-0.41,-0.29,0,0,0,0,0.65,0.91,0,0.85,0,0,0.2,0,0,0,0.72,0,0.59,0.31,0,0.97,0,0,0,0.26,0,0.17,0.43,0.88,0.15,0.87,0,0,0.72,0,0.57,0.59,0.85,0.95,0,0,0,0,0,0,0,0,0.65,0.91,0,0.97,0,0,0.41,0,0.29,0.85,0,0.29,0,0.32,0.49,0.2,0,0,0,0,0,0.75,0,0.72,0.73,0.92,0,0.59,0.31,0.05,0.84,0,0.71,0.7,0.74,0.97,0,0,0,0,0.41,0.99,0,0,0,0.26,0,0.66,0,0,0.9,0.17,0,0.45,0.43,0.24,0.42,0,0.02,0,0.99,0.01,0.03,0.74,0,0.88,0.51,0.34,0.15,0.87,0,0.51,0,0.44,0.72,0,0,0,0.68,0.57,0,0.41,0.55,0.95,0,0.59,0,0.85,0.84,0.95,Low Control,0.12
282,12.24,0.52,Angry,0.38,0.03,0.03,0.08,0.15,0.22,0.11,-0.4,-0.27,0,0,0,0,0.62,0.92,0,0.84,0,0,0.22,0,0,0,0.7,0,0.59,0.31,0,0.96,0,0,0,0.27,0,0.2,0.46,0.88,0.17,0.87,0,0,0.7,0,0.56,0.58,0.84,0.96,0,0,0,0,0,0,0,0,0.62,0.92,0,0.96,0,0,0.43,0,0.29,0.84,0,0.3,0,0.35,0.5,0.22,0,0,0,0,0,0.73,0,0.7,0.71,0.91,0,0.59,0.31,0.06,0.84,0,0.71,0.68,0.72,0.96,0,0,0,0,0.44,0.98,0,0,0,0.27,0,0.64,0,0,0.89,0.2,0,0.48,0.46,0.27,0.42,0,0.05,0,0.99,0.05,0.04,0.76,0,0.88,0.49,0.38,0.17,0.87,0,0.52,0,0.44,0.7,0,0,0,0.69,0.56,0,0.4,0.57,0.95,0,0.58,0,0.84,0.82,0.96,Low Control,0.14
283,12.287,0.99,Angry,0.43,0.03,0.04,0.1,0.11,0.19,0.1,-0.21,-0.28,0,0.14,0,0.22,0.45,0.99,0,0.66,0,0.04,0.09,0,0.1,0,0.66,0,0.7,0.56,0.23,0.85,0.13,0,0,0.54,0,0.18,0.53,0.74,0,0.76,0,0,0.67,0,0.3,0.32,0.83,0.94,0,0,0,0,0,0.14,0,0.22,0.45,0.99,0,0.89,0,0,0.36,0,0.51,0.66,0,0.06,0.04,0.37,0.3,0.09,0.16,0,0.1,0,0.03,0.52,0,0.66,0.65,0.87,0,0.7,0.56,0.36,0.9,0.23,0.87,0.43,0.49,0.85,0.13,0.11,0,0,0.57,0.94,0,0.05,0,0.54,0,0.59,0,0,0.73,0.18,0,0.69,0.53,0.55,0.62,0.08,0.37,0,0.91,0.26,0.32,0.7,0,0.74,0.57,0.52,0,0.76,0,0.37,0,0.18,0.67,0,0,0,0.54,0.3,0,0.54,0.78,0.98,0,0.32,0,0.83,0.68,0.94,Low Control,0.17
284,12.319,1,Angry,0.4,0.04,0.04,0.13,0.09,0.18,0.12,-0.11,-0.28,0.17,0.22,0.16,0.38,0.32,0.99,0,0.53,0,0.2,0.01,0,0.22,0,0.6,0,0.72,0.66,0.37,0.77,0.3,0,0,0.65,0,0.15,0.55,0.64,0,0.67,0,0,0.62,0,0.13,0.16,0.79,0.91,0,0.17,0,0,0,0.22,0.16,0.38,0.32,0.99,0,0.82,0,0,0.3,0,0.59,0.53,0,0,0.2,0.37,0.18,0.01,0.32,0,0.22,0,0.2,0.38,0,0.6,0.58,0.81,0,0.72,0.66,0.49,0.89,0.37,0.92,0.28,0.34,0.77,0.3,0.21,0.14,0,0.61,0.88,0,0.19,0,0.65,0,0.53,0,0,0.61,0.15,0,0.78,0.55,0.67,0.69,0.12,0.51,0,0.84,0.35,0.44,0.65,0,0.64,0.58,0.58,0,0.67,0,0.27,0,0.03,0.62,0,0,0,0.45,0.13,0,0.57,0.86,0.97,0.01,0.16,0,0.79,0.58,0.91,Low Control,0.2
285,12.367,0.14,Angry,0.31,0.03,0.03,0.11,0.19,0.23,0.09,-0.51,-0.28,0,0,0,0,0.71,0.85,0,0.92,0,0,0.24,0,0,0,0.71,0,0.5,0.15,0,0.99,0,0,0,0.09,0,0.15,0.37,0.92,0.24,0.9,0,0,0.69,0,0.68,0.7,0.82,0.93,0,0,0,0,0,0,0,0,0.71,0.85,0,0.97,0,0,0.43,0,0.14,0.92,0,0.4,0,0.29,0.56,0.24,0,0,0,0,0,0.82,0,0.71,0.73,0.91,0,0.5,0.15,0,0.78,0,0.6,0.79,0.83,0.99,0,0,0,0,0.32,0.98,0,0,0,0.09,0,0.65,0,0,0.95,0.15,0,0.31,0.37,0.07,0.29,0,0,0,1,0,0,0.75,0,0.92,0.43,0.24,0.24,0.9,0,0.56,0,0.55,0.69,0,0,0,0.73,0.68,0,0.3,0.41,0.91,0,0.7,0,0.82,0.88,0.93,Low Control,0.11
286,12.448,0.22,,0.26,0.02,0.04,0.09,0.18,0.19,0.22,-0.49,-0.28,0,0,0,0,0.7,0.87,0,0.9,0,0,0.23,0,0,0,0.72,0,0.52,0.18,0,0.99,0,0,0,0.13,0,0.16,0.38,0.91,0.22,0.89,0,0,0.7,0,0.66,0.68,0.83,0.94,0,0,0,0,0,0,0,0,0.7,0.87,0,0.97,0,0,0.42,0,0.17,0.9,0,0.38,0,0.3,0.55,0.23,0,0,0,0,0,0.81,0,0.72,0.73,0.91,0,0.52,0.18,0,0.8,0,0.62,0.78,0.81,0.99,0,0,0,0,0.34,0.98,0,0,0,0.13,0,0.65,0,0,0.94,0.16,0,0.34,0.38,0.1,0.32,0,0,0,1,0,0,0.75,0,0.91,0.45,0.26,0.22,0.89,0,0.55,0,0.53,0.7,0,0,0,0.72,0.66,0,0.32,0.44,0.92,0,0.68,0,0.83,0.87,0.94,Low Control,0.11
287,12.48,0.43,,0.27,0.01,0.05,0.08,0.17,0.16,0.26,-0.42,-0.28,0,0,0,0,0.65,0.91,0,0.86,0,0,0.22,0,0,0,0.71,0,0.57,0.28,0,0.97,0,0,0,0.23,0,0.18,0.43,0.89,0.18,0.88,0,0,0.7,0,0.59,0.61,0.84,0.95,0,0,0,0,0,0,0,0,0.65,0.91,0,0.97,0,0,0.43,0,0.26,0.86,0,0.32,0,0.33,0.51,0.22,0,0,0,0,0,0.76,0,0.71,0.72,0.91,0,0.57,0.28,0.01,0.83,0,0.69,0.71,0.75,0.97,0,0,0,0,0.41,0.98,0,0,0,0.23,0,0.65,0,0,0.91,0.18,0,0.43,0.43,0.22,0.4,0,0,0,0.99,0.01,0,0.75,0,0.89,0.49,0.34,0.18,0.88,0,0.53,0,0.47,0.7,0,0,0,0.7,0.59,0,0.38,0.53,0.94,0,0.61,0,0.84,0.84,0.95,Low Control,0.13
288,12.528,0.92,,0.26,0.02,0.04,0.09,0.19,0.23,0.18,-0.24,0.08,0,0.58,0,0,0.03,0.91,0,0.52,0.35,0.2,0.61,0.34,0.44,0,0.16,0.31,0.19,0.12,0,0.72,0.02,0,0.28,0.15,0.16,0.7,0.87,0.81,0.47,0.87,0.34,0.42,0.17,0.37,0.43,0.43,0.43,0.97,0,0,0,0.09,0.39,0.58,0,0,0.03,0.91,0,0.66,0,0.38,0.79,0,0,0.52,0.35,0.44,0.2,0.81,0.64,0.61,0,0.34,0.44,0,0,0.27,0,0.16,0.16,0.55,0.31,0.19,0.12,0,0.54,0,0.59,0.36,0.38,0.72,0.02,0.51,0,0,0.85,0.74,0.28,0.3,0.41,0.15,0.23,0.05,0.16,0,0.61,0.7,0,0.71,0.87,0.41,0.14,0.6,0.34,0.1,0.84,0.6,0,0.94,0,0.81,0,0.81,0.47,0.87,0.34,0.74,0.42,0.46,0.17,0.37,0,0.35,0.8,0.43,0.41,0,0.59,0.76,0,0.43,0,0.43,0.38,0.97,Conductive,0.5
