angry;disgust;scared;happy;sad;surprised;neutral
19.76;0.14;3.8;4.79;8.8;0.43;62.27
19.28;0.48;5.2;4.15;11.85;0.91;58.13
12.64;0.32;3.05;3.48;5.78;0.74;74.0
8.35;0.1;2.32;4.57;4.49;0.76;79.41
7.23;0.2;2.5;7.03;4.44;0.8;77.81
8.86;0.37;3.48;5.19;4.57;1.33;76.2
7.05;0.51;2.72;8.37;3.04;1.81;76.5
4.05;0.19;1.86;4.4;2.74;0.42;86.34
5.13;0.32;2.01;7.54;3.51;0.54;80.96
8.09;2.71;3.38;3.78;4.11;1.26;76.66
5.47;0.68;3.7;7.09;3.45;1.41;78.2
7.15;0.72;3.16;4.94;5.04;1.27;77.71
6.15;0.91;3.09;4.92;4.04;1.29;79.61
4.98;0.47;1.74;4.21;3.5;1.29;83.81
12.65;0.2;1.81;9.94;5.06;0.99;69.35
17.06;0.25;1.49;9.91;5.05;0.72;65.51
15.65;0.31;2.15;8.09;5.58;0.71;67.51
10.17;0.1;1.86;5.99;3.99;0.45;77.45
9.48;0.49;2.45;8.02;4.86;1.21;73.49
9.53;0.17;2.5;7.74;3.15;0.68;76.24
10.83;0.42;3.71;6.55;4.05;1.67;72.77
8.46;1.03;3.5;3.85;4.13;1.66;77.38
6.76;0.5;2.71;5.01;3.29;1.84;79.88
6.42;1.67;4.05;3.9;3.27;1.92;78.76
9.16;1.15;3.83;6.04;4.91;1.75;73.17
7.47;1.38;4.25;4.32;4.55;2.92;75.11
6.96;0.44;2.46;4.84;3.29;1.15;80.86
8.89;1.68;3.56;4.5;3.63;1.29;76.45
7.17;0.25;1.75;7.01;4.0;0.58;79.23
11.71;0.74;4.06;7.33;4.11;1.19;70.86
8.37;0.28;2.35;10.7;3.45;1.43;73.42
8.53;0.43;3.47;12.43;4.41;0.75;69.97
7.03;0.26;2.53;6.55;3.5;0.81;79.32
10.05;0.43;4.57;8.0;5.21;0.65;71.09
9.27;0.57;2.91;5.07;5.82;0.93;75.43
7.55;0.07;2.3;14.19;3.83;0.87;71.19
8.29;0.07;2.75;12.85;3.85;0.44;71.74
7.39;0.13;3.82;10.88;3.35;1.42;73.01
7.42;0.67;3.45;5.26;4.56;0.98;77.67
8.01;0.35;3.67;13.25;3.64;1.47;69.62
8.94;0.28;4.49;10.75;3.64;0.52;71.39
7.58;0.2;4.37;7.93;4.21;0.82;74.89
10.46;0.31;5.58;5.39;3.8;0.42;74.03
7.85;0.23;3.97;7.84;5.32;0.36;74.43
8.71;0.22;3.82;7.09;6.04;0.15;73.97
5.94;0.11;3.65;9.11;5.19;0.2;75.81
10.03;0.08;5.19;16.84;7.97;0.27;59.62
5.9;0.1;3.54;25.64;5.28;0.15;59.38
9.29;0.14;5.95;7.14;9.11;0.13;68.24
17.19;0.17;6.14;6.81;12.88;0.56;56.24
19.41;0.07;6.93;5.17;12.86;0.46;55.11
15.57;0.05;9.86;4.72;9.8;1.01;58.99
16.7;0.17;11.28;2.96;9.49;0.81;58.59
17.75;0.04;9.38;2.78;6.99;0.65;62.41
23.94;0.05;9.21;3.28;8.16;0.61;54.75
17.39;0.06;7.8;3.91;6.93;0.6;63.31
15.05;0.04;7.67;5.32;7.29;0.58;64.05
10.41;0.13;13.83;2.55;9.08;1.95;62.05
29.93;0.08;12.03;4.26;14.34;0.92;38.45
25.18;0.1;11.35;3.33;12.01;1.81;46.22
21.57;0.02;13.74;2.59;11.99;0.47;49.62
15.72;0.1;13.62;3.38;11.74;1.89;53.56
13.58;0.04;13.25;3.25;6.69;0.68;62.51
16.28;0.07;11.53;4.08;5.93;0.69;61.42
12.84;0.02;9.07;5.16;5.77;0.68;66.46
29.19;0.11;12.63;5.31;8.98;0.75;43.03
33.07;0.15;15.99;4.21;7.64;0.88;38.08
14.45;0.38;13.06;6.86;9.66;0.61;54.99
17.52;0.45;14.15;7.96;11.84;0.66;47.42
24.47;0.41;16.23;2.5;12.23;0.55;43.61
18.91;0.81;13.84;6.07;10.38;0.69;49.3
16.42;0.14;18.22;5.37;14.76;0.5;44.6
14.0;0.43;12.96;5.2;9.88;0.62;56.91
24.82;0.12;12.21;6.83;8.8;1.25;45.98
11.47;0.23;25.66;5.6;10.04;2.59;44.42
9.99;0.12;15.62;10.29;6.69;1.21;56.09
18.74;0.05;7.69;7.43;9.14;0.39;56.55
20.01;0.03;12.38;6.86;10.23;0.69;49.8
20.08;0.05;9.35;5.91;10.13;0.34;54.13
24.96;0.04;11.61;3.67;10.75;0.29;48.68
23.01;0.06;8.85;5.65;8.62;0.33;53.47
30.44;0.08;8.23;5.13;8.12;0.4;47.6
21.69;0.06;9.49;5.11;9.97;0.21;53.46
16.49;0.17;11.25;4.37;13.99;0.23;53.5
23.12;0.06;7.1;4.68;8.29;0.33;56.42
22.71;0.11;9.53;3.65;11.88;0.28;51.83
9.93;0.1;11.59;4.36;15.88;0.22;57.93
19.77;0.09;13.08;6.59;11.68;0.22;48.58
23.23;0.21;10.63;3.48;12.98;0.35;49.11
13.51;0.1;5.91;5.1;8.97;0.33;66.09
31.64;0.06;7.32;4.42;9.09;0.28;47.21
28.98;0.07;11.81;3.4;9.76;0.28;45.69
32.23;0.09;13.52;3.33;13.86;0.29;36.68
8.07;0.01;21.14;4.86;4.51;8.47;52.94
28.06;0.24;10.54;5.01;9.02;0.38;46.74
34.65;0.1;7.62;3.08;6.86;0.29;47.39
32.38;0.21;10.16;2.93;7.55;0.43;46.35
22.42;0.05;6.56;5.5;7.92;0.27;57.29
12.88;0.06;5.26;6.49;7.78;0.25;67.29
24.08;0.14;8.59;4.05;7.8;0.25;55.09
22.77;0.17;12.66;33.23;4.62;6.31;20.24
16.55;0.25;8.92;8.57;7.13;0.51;58.06
18.53;0.33;11.24;6.11;10.34;0.5;52.96
26.18;0.09;13.14;3.51;9.23;0.49;47.35
39.23;0.06;13.25;2.13;6.61;0.47;38.24
38.06;0.07;11.61;3.33;6.51;0.53;39.89
33.24;0.11;12.79;3.28;6.73;0.93;42.91
16.08;0.12;19.9;5.16;7.01;1.0;50.74
26.68;0.09;23.2;2.53;7.97;1.42;38.09
15.09;0.26;19.69;3.54;11.17;0.96;49.28
17.38;0.15;17.84;4.56;8.15;1.04;50.88
20.82;0.17;16.88;3.88;7.37;1.26;49.62
32.31;0.17;16.09;4.9;8.76;0.82;36.96
14.87;0.13;23.24;2.24;9.79;0.58;49.16
8.99;0.44;19.61;4.65;7.61;0.89;57.82
20.67;0.15;23.27;5.17;8.17;1.13;41.44
15.1;0.11;39.14;2.54;12.22;0.8;30.09
12.52;0.11;28.99;4.67;7.54;1.04;45.13
7.65;0.26;24.51;4.97;7.59;0.67;54.35
14.52;0.13;35.3;3.99;7.14;0.86;38.07
6.8;0.27;15.33;6.39;6.11;0.56;64.54
21.8;0.11;25.32;3.52;10.44;0.8;38.01
32.22;0.29;18.25;2.22;13.99;0.84;32.18
17.39;0.17;22.21;3.15;8.43;0.86;47.79
19.0;0.29;21.59;3.45;7.56;1.03;47.08
22.94;0.25;22.11;4.09;9.29;0.96;40.35
15.58;0.25;26.03;3.63;14.79;1.1;38.63
17.13;0.48;27.3;4.13;8.4;1.27;41.28
19.25;0.2;20.51;4.77;9.23;1.14;44.89
13.31;0.21;24.99;3.82;7.43;1.11;49.13
9.38;0.34;26.52;4.93;7.35;0.9;50.57
14.44;0.14;19.37;5.44;7.68;0.69;52.23
24.74;0.19;17.65;3.59;7.31;0.89;45.63
15.19;0.23;26.64;6.0;8.22;1.04;42.67
15.45;0.12;18.6;5.78;7.97;0.69;51.38
6.97;0.44;18.85;7.04;6.0;0.68;60.02
19.79;0.25;17.35;5.07;7.31;1.06;49.17
9.64;0.26;18.1;4.81;8.06;1.39;57.74
10.11;0.21;27.61;4.7;7.53;0.99;48.85
12.18;0.29;22.86;4.69;7.14;1.03;51.81
6.05;0.45;18.53;5.95;5.83;1.51;61.68
3.6;0.39;19.89;4.02;9.43;0.59;62.07
8.99;0.26;15.93;5.79;6.58;0.9;61.55
13.11;0.42;26.08;2.87;7.37;0.87;49.28
13.24;0.2;16.78;4.54;6.63;0.9;57.71
15.55;0.4;18.36;7.04;6.44;1.14;51.06
15.43;0.32;22.2;2.31;8.3;1.13;50.31
9.23;0.1;14.58;6.33;6.94;0.53;62.29
13.54;0.15;17.9;7.23;6.79;0.9;53.48
12.56;0.49;26.81;4.53;7.77;0.66;47.18
13.14;2.19;25.63;6.21;6.96;1.12;44.74
10.52;1.86;19.64;5.83;8.29;0.49;53.37
20.65;0.48;22.46;3.49;7.98;0.98;43.96
11.15;0.59;20.83;4.33;6.58;0.53;56.0
19.1;0.25;22.92;4.87;9.36;0.79;42.71
6.81;1.13;18.56;4.41;6.19;0.94;61.95
12.29;0.52;18.64;8.13;7.13;0.99;52.29
7.85;0.5;21.56;7.79;8.36;0.92;53.03
17.07;0.37;20.26;7.21;9.01;0.46;45.62
14.45;0.61;19.62;4.77;5.69;0.89;53.97
19.84;0.68;16.36;6.23;6.24;0.84;49.82
17.49;0.75;17.4;8.38;8.49;0.57;46.92
13.16;0.5;24.41;6.06;10.23;0.84;44.8
8.6;0.37;21.34;5.91;8.26;0.55;54.97
10.13;0.45;22.52;9.21;7.26;1.04;49.39
8.75;0.36;19.11;10.57;7.71;0.94;52.57
2.99;0.44;10.59;7.34;5.17;0.48;72.99
30.18;0.16;10.02;9.53;5.39;0.51;44.22
16.23;0.87;25.54;6.64;11.27;2.72;36.74
9.8;0.76;19.52;7.72;9.51;1.76;50.93
4.3;0.31;7.69;6.46;4.02;1.35;75.87
15.06;0.16;9.2;5.69;4.61;1.65;63.64
8.05;0.19;8.82;5.83;4.7;2.08;70.33
9.96;0.14;6.49;5.69;3.8;1.03;72.89
19.37;0.09;13.39;6.01;7.09;1.97;52.08
6.91;0.19;6.43;5.25;3.05;1.07;77.1
7.41;0.32;6.91;5.53;2.93;1.17;75.74
15.62;0.22;10.1;4.9;4.65;1.4;63.11
19.44;0.17;15.53;5.4;6.5;2.12;50.84
18.07;0.12;21.32;4.13;6.33;1.37;48.67
10.62;0.23;12.53;5.14;5.72;1.02;64.73
11.68;0.12;10.85;6.01;4.53;1.63;65.18
11.96;0.32;12.34;4.69;5.22;1.56;63.91
11.73;0.21;12.81;6.5;4.39;4.16;60.2
21.27;0.17;14.38;4.26;7.16;2.93;49.82
12.36;0.13;10.54;4.24;5.78;1.56;65.39
19.38;0.18;7.56;3.35;5.05;1.82;62.67
11.56;0.18;10.09;2.35;4.38;1.0;70.44
11.86;0.09;11.27;4.95;4.72;1.83;65.27
12.27;0.09;8.82;3.93;5.78;1.32;67.79
18.22;0.25;8.99;4.06;6.03;1.39;61.06
11.73;0.1;9.73;3.69;6.31;0.94;67.49
10.71;0.08;10.73;3.7;6.86;1.37;66.55
10.86;0.07;6.95;1.19;6.67;0.61;73.64
8.79;0.05;11.38;4.32;4.81;1.13;69.51
13.77;0.15;12.28;6.04;5.39;1.91;60.46
14.36;0.09;6.57;3.48;4.57;1.02;69.91
16.92;0.11;14.54;4.73;6.83;2.1;54.77
26.38;0.09;14.19;6.8;6.07;2.44;44.04
13.64;0.13;10.45;4.12;6.87;1.53;63.26
10.34;0.2;10.4;2.73;5.59;1.32;69.43
11.8;0.24;12.67;3.67;5.48;2.13;64.01
21.37;0.07;14.11;2.84;6.95;1.0;53.65
29.94;0.21;10.29;1.88;7.42;1.21;49.04
20.31;0.15;12.44;1.75;6.09;1.24;58.03
20.06;0.19;9.91;2.72;7.28;0.97;58.87
21.06;0.19;11.83;2.17;6.67;1.4;56.67
7.37;0.1;8.61;5.34;4.58;1.48;72.53
11.26;0.14;12.49;7.39;4.96;2.79;60.98
23.42;0.34;13.16;4.65;6.12;2.31;50.01
20.34;0.22;10.96;4.21;5.26;1.14;57.86
18.71;0.23;9.97;3.79;4.59;1.44;61.27
18.03;0.16;12.91;2.64;6.44;1.18;58.64
10.51;0.23;9.2;3.6;5.2;0.85;70.41
20.55;0.17;12.86;7.3;8.31;1.49;49.32
13.84;0.22;5.85;3.89;4.72;0.86;70.63
13.74;0.16;9.06;7.24;4.48;1.24;64.09
10.99;0.05;7.95;6.01;5.07;0.73;69.2
10.1;0.07;10.47;4.44;6.44;0.54;67.93
21.99;0.11;8.71;2.8;5.4;0.92;60.08
5.19;0.24;8.02;8.62;3.15;0.59;74.19
29.28;0.12;15.17;4.98;6.77;1.49;42.19
16.97;0.18;11.54;4.87;6.04;1.33;59.07
24.59;0.05;19.42;2.96;7.38;0.86;44.74
26.67;0.19;17.11;3.7;6.96;1.41;43.97
26.71;0.2;16.33;4.23;6.47;0.93;45.13
32.17;0.14;13.06;3.06;6.28;0.85;44.44
18.03;0.27;12.09;6.6;5.82;1.23;55.96
