angry;disgust;scared;happy;sad;surprised;neutral
8.15;0.02;3.02;1.22;10.49;27.02;50.09
6.03;0.02;3.83;0.87;7.35;45.29;36.61
5.27;0.01;2.42;0.76;7.66;30.97;52.9
4.33;0.01;2.89;1.28;5.88;37.24;48.37
6.64;0.01;2.7;0.84;8.52;21.41;59.89
9.17;0.02;4.11;1.07;10.39;31.8;43.43
5.68;0.01;2.33;0.69;8.46;23.08;59.76
6.08;0.01;2.51;0.38;6.75;34.63;49.64
4.9;0.0;2.67;0.62;6.85;22.72;62.25
6.52;0.01;5.41;0.56;7.56;46.28;33.66
5.1;0.01;2.13;1.06;8.25;32.83;50.62
9.01;0.01;2.83;0.71;8.87;25.02;53.56
7.09;0.01;3.36;1.02;9.77;35.93;42.82
3.41;0.01;2.53;0.92;4.74;64.03;24.36
6.11;0.01;3.27;0.87;6.99;36.33;46.42
7.01;0.01;2.23;0.41;6.24;53.57;30.53
9.38;0.01;2.93;0.75;8.38;22.93;55.62
10.1;0.01;2.98;0.66;8.27;23.69;54.29
10.35;0.01;2.62;0.6;7.72;24.27;54.44
11.47;0.01;3.61;0.61;8.72;30.86;44.71
10.43;0.01;3.72;0.85;7.41;31.48;46.1
11.73;0.02;3.78;0.9;7.23;30.6;45.74
10.23;0.01;3.27;0.57;7.93;28.8;49.18
15.02;0.04;3.52;1.09;12.6;21.8;45.94
13.42;0.02;3.28;1.32;7.32;30.77;43.88
13.26;0.01;2.45;0.94;8.29;18.84;56.22
11.69;0.01;3.2;0.97;8.21;17.1;58.82
10.91;0.02;3.6;0.79;9.13;21.74;53.81
10.77;0.01;3.44;1.07;7.89;20.1;56.73
12.89;0.02;3.74;1.72;9.48;18.74;53.41
10.84;0.02;2.69;2.08;5.91;22.27;56.18
7.51;0.03;2.5;1.61;8.35;21.12;58.88
16.44;0.01;4.5;0.84;7.84;21.8;48.58
10.5;0.02;2.15;0.7;7.71;24.82;54.1
6.01;0.0;4.85;1.07;8.26;14.28;65.53
6.99;0.01;3.22;0.94;9.59;13.73;65.51
7.53;0.01;2.72;0.78;9.8;6.43;72.73
8.1;0.01;3.11;0.79;10.4;7.3;70.29
9.61;0.01;4.03;1.47;8.73;13.66;62.48
8.31;0.01;4.25;1.22;8.56;11.79;65.85
6.42;0.01;3.14;1.2;7.05;10.66;71.52
7.49;0.01;3.93;1.38;9.01;9.86;68.32
10.49;0.02;4.66;1.3;13.68;4.46;65.4
7.09;0.02;1.92;2.36;11.68;2.47;74.46
6.39;0.01;1.84;2.22;9.27;7.16;73.11
7.42;0.01;1.81;1.6;7.69;9.73;71.73
3.8;0.01;1.09;1.38;6.53;2.27;84.91
7.44;0.02;1.86;2.31;9.15;7.4;71.81
6.65;0.01;2.52;1.91;8.7;4.9;75.31
5.96;0.02;1.52;1.28;7.09;5.72;78.43
6.92;0.01;1.58;1.43;7.5;4.42;78.14
8.66;0.01;2.09;2.11;10.49;5.35;71.29
6.55;0.02;1.67;1.97;13.09;3.97;72.74
13.76;0.09;3.14;1.42;18.36;1.16;62.07
12.88;0.35;3.18;5.81;17.67;0.24;59.87
15.18;0.52;4.87;1.64;21.32;0.36;56.11
12.56;0.39;5.59;2.84;15.46;0.59;62.57
6.41;0.05;2.04;3.14;12.01;0.27;76.08
15.24;0.2;4.67;2.58;22.11;0.82;54.38
16.68;0.07;3.58;2.95;22.02;0.99;53.7
7.82;0.04;3.8;2.37;12.02;0.26;73.7
16.49;0.11;3.9;2.07;12.33;0.27;64.82
14.24;0.07;4.46;1.05;12.3;0.23;67.64
10.57;0.04;4.06;0.52;10.0;0.15;74.66
7.03;0.03;4.53;0.42;8.43;0.14;79.42
9.02;0.08;7.81;0.27;14.33;0.13;68.35
9.02;0.04;6.24;0.38;17.38;0.25;66.69
8.11;0.07;3.98;0.4;10.89;0.07;76.48
12.34;0.06;5.21;0.37;16.52;0.11;65.39
7.54;0.04;6.22;0.49;13.71;0.11;71.9
7.97;0.05;6.98;0.22;15.28;0.1;69.4
9.19;0.05;4.88;0.29;13.79;0.05;71.74
10.3;0.05;4.81;0.25;17.06;0.09;67.44
8.63;0.03;6.45;0.26;17.24;0.15;67.25
19.53;0.15;7.82;0.45;19.2;0.14;52.69
21.9;1.3;8.66;0.42;22.11;0.04;45.58
21.95;0.36;10.58;0.18;23.57;0.09;43.28
12.06;0.04;11.87;0.3;18.16;0.11;57.46
6.29;0.01;6.74;0.14;11.79;0.1;74.93
5.24;0.01;11.43;0.14;17.66;0.28;65.24
6.59;0.01;9.95;0.1;20.27;0.25;62.84
5.18;0.01;18.7;0.11;20.91;1.23;53.87
8.12;0.01;14.12;0.12;23.1;2.67;51.86
5.53;0.0;11.14;0.12;20.7;1.44;61.07
4.74;0.01;16.47;0.12;22.54;1.85;54.28
7.48;0.01;12.62;5.88;4.6;19.73;49.68
5.59;0.04;18.16;13.59;4.32;23.13;35.17
4.44;0.01;5.6;0.11;22.04;0.24;67.57
3.88;0.01;11.04;0.11;15.54;0.7;68.72
6.2;0.01;19.21;0.1;25.75;1.22;47.51
6.63;0.02;16.27;0.08;22.75;1.62;52.63
8.66;0.03;11.64;0.11;26.1;2.67;50.8
11.27;0.08;10.42;0.09;25.83;3.59;48.71
4.63;0.02;6.65;0.1;16.66;1.36;70.57
6.53;0.04;11.81;0.15;25.77;1.1;54.59
9.33;0.17;10.55;0.19;23.33;2.23;54.2
9.89;0.05;6.84;0.12;18.79;0.49;63.82
5.99;0.01;7.93;0.16;13.42;0.91;71.57
10.82;0.06;6.35;0.16;17.62;1.06;63.92
7.04;0.02;7.75;0.11;16.42;0.68;67.97
5.73;0.02;6.75;0.13;13.2;0.95;73.22
10.08;0.3;4.64;0.44;24.03;0.04;60.47
10.26;3.28;6.76;0.64;35.05;0.02;43.99
12.5;0.97;7.54;0.96;43.27;0.02;34.75
9.65;2.19;5.83;0.68;31.95;0.02;49.68
10.47;1.76;5.05;0.89;27.97;0.02;53.84
12.69;1.36;5.49;1.31;30.9;0.04;48.2
10.23;0.79;5.27;0.41;30.28;0.03;53.0
11.95;1.88;6.14;0.32;32.94;0.08;46.69
7.32;0.9;4.52;0.52;32.33;0.09;54.32
